Assembly	# contigs (>= 5000 bp)	# contigs (>= 10000 bp)	# contigs (>= 25000 bp)	# contigs (>= 50000 bp)	Total length (>= 5000 bp)	Total length (>= 10000 bp)	Total length (>= 25000 bp)	Total length (>= 50000 bp)	# contigs	Largest contig	Total length	Reference length	GC (%)	Reference GC (%)	N50	NG50	N75	NG75	L50	LG50	L75	LG75	# misassemblies	# misassembled contigs	Misassembled contigs length	# local misassemblies	# scaffold gap ext. mis.	# scaffold gap loc. mis.	# unaligned mis. contigs	# unaligned contigs	Unaligned length	Genome fraction (%)	Duplication ratio	# N's per 100 kbp	# mismatches per 100 kbp	# indels per 100 kbp	Largest alignment	Total aligned length	NGA50	NGA75	LGA50	LGA75
r10_8bins_2_r2_medaka	7	7	7	7	24062244	24062244	24062244	24062244	7	4765364	24062244	3985829	44.80	43.82	4045593	4765364	2845433	4765364	3	1	5	1	34	1	4045593	13	0	0	6	0 + 7 part	19965729	99.999	1.028	0.00	95.87	10.59	788690	4095970	329464	257052	4	8
r10_8bins_2_racon_r1	7	7	7	7	24061038	24061038	24061038	24061038	7	4764683	24061038	3985829	44.79	43.82	4045258	4764683	2845287	4764683	3	1	5	1	34	1	4045258	13	0	0	6	0 + 7 part	19964534	99.999	1.028	0.00	97.32	21.65	788627	4095959	329440	257023	4	8
r10_8bins_2_racon_r2	7	7	7	7	24054829	24054829	24054829	24054829	7	4764682	24054829	3985829	44.79	43.82	4045323	4764682	2845362	4764682	3	1	5	1	34	1	4045323	13	0	0	6	0 + 7 part	19957683	99.999	1.028	0.00	98.38	19.64	788641	4096601	329450	257034	4	8
r10_8bins_2_raw	7	7	7	7	24060476	24060476	24060476	24060476	7	4763493	24060476	3985829	44.77	43.82	4042479	4763493	2843855	4763493	3	1	5	1	32	1	4042479	18	0	0	5	0 + 7 part	19998569	99.983	1.019	0.00	87.48	102.88	788152	4060859	329346	256896	4	8
r10_8bins_3_MP	7	7	7	7	24074724	24074724	24074724	24074724	7	4765471	24074724	3985829	44.80	43.82	4045596	4765471	2845427	4765471	3	1	5	1	33	1	4045596	13	0	0	6	0 + 7 part	19976786	99.998	1.028	0.00	97.92	11.19	788615	4097620	329413	257049	4	8
r10_8bins_3_MP_helen	7	7	7	7	24069480	24069480	24069480	24069480	7	4765411	24069480	3985829	44.80	43.82	4045613	4765411	2845365	4765411	3	1	5	1	33	1	4045613	13	0	0	6	0 + 7 part	19974934	99.998	1.027	0.00	93.08	11.14	788614	4094282	329412	257054	4	8
r10_8bins_3_r1_medaka	7	7	7	7	24072032	24072032	24072032	24072032	7	4765372	24072032	3985829	44.80	43.82	4045582	4765372	2845437	4765372	3	1	5	1	33	1	4045582	13	0	0	6	0 + 7 part	19976292	99.998	1.028	0.00	94.34	10.66	788616	4095476	329411	257050	4	8
r10_8bins_3_r2_medaka	7	7	7	7	24064645	24064645	24064645	24064645	7	4765365	24064645	3985829	44.80	43.82	4045587	4765365	2845434	4765365	3	1	5	1	33	1	4045587	13	0	0	6	0 + 7 part	19967772	99.998	1.028	0.00	96.17	10.56	788617	4096663	329410	257051	4	8
r10_8bins_3_racon_r1	7	7	7	7	24060108	24060108	24060108	24060108	7	4764770	24060108	3985829	44.79	43.82	4045248	4764770	2845286	4764770	3	1	5	1	33	1	4045248	13	0	0	6	0 + 7 part	19965261	99.998	1.027	0.00	95.01	21.43	788527	4094637	329372	257034	4	8
r10_8bins_3_racon_r2	7	7	7	7	24055808	24055808	24055808	24055808	7	4764744	24055808	3985829	44.79	43.82	4045358	4764744	2845324	4764744	3	1	5	1	33	1	4045358	13	0	0	6	0 + 7 part	19957756	99.998	1.028	0.00	99.68	19.95	788545	4097896	329391	257028	4	8
r10_8bins_3_raw	7	7	7	7	24060952	24060952	24060952	24060952	7	4763941	24060952	3985829	44.77	43.82	4043002	4763941	2843844	4763941	3	1	5	1	31	1	4043002	18	0	0	5	0 + 7 part	20001515	99.993	1.019	0.00	86.84	104.95	788047	4058962	329314	256898	4	8
