S1	E1	S2	E2	Reference	Contig	IDY	Ambiguous	Best_group
124755	125486	3	734	sa_ill_sa_contig10	contig_103	93.31		True
1	1576	1673662	1672088	sa_ill_sa_contig47	contig_103	99.94		True
fake: not a misassembly [fragmentation of reference genome]
1	41074	1714782	1673689	sa_ill_sa_contig20	contig_103	99.84		True
translocation
1	1649	1716431	1714783	sa_ill_sa_contig8	contig_103	99.77		True
fake: not a misassembly [fragmentation of reference genome]
203	3323	1719940	1716819	sa_ill_sa_contig41	contig_103	99.71		True
translocation
38161	38352	1720223	1720033	sa_ill_sa_contig23	contig_103	95.31		True
local misassembly
38187	38352	1720476	1720311	sa_ill_sa_contig23	contig_103	98.8		True
local misassembly
1	38352	1758943	1720569	sa_ill_sa_contig23	contig_103	99.85		True
fake: not a misassembly [fragmentation of reference genome]
688	925	1759335	1759083	sa_ill_sa_contig51	contig_103	94.07		True
translocation
1	1703	1761049	1759349	sa_ill_sa_contig8	contig_103	99.77		True
fake: not a misassembly [fragmentation of reference genome]
1	3323	1764704	1761379	sa_ill_sa_contig41	contig_103	99.73		True
translocation
1	1604	1766308	1764705	sa_ill_sa_contig8	contig_103	99.82		True
fake: not a misassembly [fragmentation of reference genome]
203	3323	1769728	1766605	sa_ill_sa_contig41	contig_103	99.68		True
translocation
55995	56123	1770032	1769905	sa_ill_sa_contig15	contig_103	98.45		True
local misassembly
1	56123	1826207	1770180	sa_ill_sa_contig15	contig_103	99.6		True
indel: indel (<= 5bp) [fragmentation of reference genome]
4	718	1826208	1826923	sa_ill_sa_contig58	contig_103	99.87		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	3261	1830187	1826924	sa_ill_sa_contig42	contig_103	99.82		True
fake: not a misassembly [fragmentation of reference genome]
1	211909	1830388	2042366	sa_ill_sa_contig2	contig_103	99.86		True
indel: indel (> 5bp) [fragmentation of reference genome]
55	207093	2042367	2249322	sa_ill_sa_contig3	contig_103	99.76		True
fake: not a misassembly [fragmentation of reference genome]
1	78138	2249335	2327382	sa_ill_sa_contig7	contig_103	99.67		True
local misassembly
78271	134302	2327383	2383426	sa_ill_sa_contig7	contig_103	99.8		True
fake: not a misassembly [fragmentation of reference genome]
21	50729	2434231	2383489	sa_ill_sa_contig16	contig_103	99.82		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	177172	2611487	2434232	sa_ill_sa_contig4	contig_103	99.83		True
fake: not a misassembly [fragmentation of reference genome]
1	41771	2611676	2653479	sa_ill_sa_contig19	contig_103	99.88		True
indel: indel (> 5bp) [fragmentation of reference genome]
63108	66060	2656436	2653480	sa_ill_sa_contig13	contig_103	99.41		True
local misassembly
188	63338	2719599	2656437	sa_ill_sa_contig13	contig_103	99.75		True
CONTIG	contig_103	2719599	misassembled
492	565	1501588	1501661	sa_ill_sa_contig51	contig_91	93.24		True
unknown
589	679	1501662	1501752	sa_ill_sa_contig51	contig_91	90.11		True
unknown
691	765	1501760	1501834	sa_ill_sa_contig51	contig_91	97.33		True
unknown
788	861	1501842	1501915	sa_ill_sa_contig51	contig_91	97.3		True
unknown
497	3301	1502973	1505779	sa_ill_sa_contig41	contig_91	90.0		True
unknown
35	1591	1505951	1507505	sa_ill_sa_contig8	contig_91	91.96		True
unknown
35	1591	2581416	2579866	sa_ill_sa_contig8	contig_91	91.84		True
unknown
2615	2916	2582452	2582151	sa_ill_sa_contig41	contig_91	93.38		True
unknown
1867	2316	2583201	2582752	sa_ill_sa_contig41	contig_91	90.89		True
unknown
497	1540	2584571	2583528	sa_ill_sa_contig41	contig_91	94.25		True
unknown
35	1591	2602028	2600474	sa_ill_sa_contig8	contig_91	91.96		True
unknown
497	3301	2605183	2602377	sa_ill_sa_contig41	contig_91	90.0		True
unknown
35	1591	2662362	2660808	sa_ill_sa_contig8	contig_91	92.03		True
unknown
497	3301	2665340	2662534	sa_ill_sa_contig41	contig_91	90.0		True
unknown
35	1591	2668285	2666731	sa_ill_sa_contig8	contig_91	92.03		True
unknown
497	3301	2671263	2668457	sa_ill_sa_contig41	contig_91	90.0		True
unknown
35	1591	2732827	2731273	sa_ill_sa_contig8	contig_91	91.9		True
unknown
2615	2916	2733686	2733385	sa_ill_sa_contig41	contig_91	93.38		True
unknown
1867	2316	2734435	2733986	sa_ill_sa_contig41	contig_91	90.89		True
unknown
497	1540	2735805	2734762	sa_ill_sa_contig41	contig_91	94.25		True
unknown
35	1591	2738440	2736886	sa_ill_sa_contig8	contig_91	91.9		True
unknown
497	3301	2741418	2738612	sa_ill_sa_contig41	contig_91	90.0		True
unknown
35	1591	2743441	2741887	sa_ill_sa_contig8	contig_91	91.9		True
unknown
2615	2916	2744300	2743999	sa_ill_sa_contig41	contig_91	93.38		True
unknown
1867	2316	2745049	2744600	sa_ill_sa_contig41	contig_91	90.67		True
unknown
497	1540	2746419	2745376	sa_ill_sa_contig41	contig_91	94.25		True
unknown
35	1591	3196913	3195359	sa_ill_sa_contig8	contig_91	92.03		True
unknown
2615	2916	3197772	3197471	sa_ill_sa_contig41	contig_91	93.38		True
unknown
1867	2316	3198521	3198072	sa_ill_sa_contig41	contig_91	90.89		True
unknown
497	1540	3199891	3198848	sa_ill_sa_contig41	contig_91	94.16		True
unknown
35	1591	3489678	3488124	sa_ill_sa_contig8	contig_91	92.03		True
unknown
2615	2916	3490537	3490236	sa_ill_sa_contig41	contig_91	93.38		True
unknown
1867	2316	3491286	3490837	sa_ill_sa_contig41	contig_91	90.89		True
unknown
497	1540	3492656	3491613	sa_ill_sa_contig41	contig_91	94.25		True
unknown
CONTIG	contig_91	4045594	mis_unaligned
1136	1374	604777	604539	sa_ill_sa_contig8	contig_2	92.47		True
unknown
561	1110	605352	604803	sa_ill_sa_contig8	contig_2	94.73		True
unknown
437	551	605474	605360	sa_ill_sa_contig8	contig_2	96.52		True
unknown
38	431	605873	605480	sa_ill_sa_contig8	contig_2	90.61		True
unknown
3006	3124	606501	606383	sa_ill_sa_contig41	contig_2	96.64		True
unknown
2346	2414	607157	607089	sa_ill_sa_contig41	contig_2	95.65		True
unknown
2102	2316	607401	607187	sa_ill_sa_contig41	contig_2	95.35		True
unknown
1191	1538	608303	607956	sa_ill_sa_contig41	contig_2	95.11		True
unknown
497	1095	608997	608399	sa_ill_sa_contig41	contig_2	94.66		True
unknown
110713	110836	861588	861711	sa_ill_sa_contig1	contig_2	91.94		True
unknown
497	1095	2112694	2113292	sa_ill_sa_contig41	contig_2	94.66		True
unknown
1191	1538	2113388	2113735	sa_ill_sa_contig41	contig_2	95.11		True
unknown
2102	2316	2114290	2114504	sa_ill_sa_contig41	contig_2	95.35		True
unknown
2346	2414	2114534	2114602	sa_ill_sa_contig41	contig_2	95.65		True
unknown
3006	3134	2115190	2115318	sa_ill_sa_contig41	contig_2	93.8		True
unknown
3184	3302	2115367	2115485	sa_ill_sa_contig41	contig_2	94.12		True
unknown
38	431	2115716	2116109	sa_ill_sa_contig8	contig_2	90.61		True
unknown
437	551	2116115	2116229	sa_ill_sa_contig8	contig_2	96.52		True
unknown
561	1110	2116237	2116786	sa_ill_sa_contig8	contig_2	94.73		True
unknown
1136	1374	2116812	2117050	sa_ill_sa_contig8	contig_2	92.47		True
unknown
19874	19965	2171547	2171638	sa_ill_sa_contig15	contig_2	91.3		True
unknown
20204	20310	2171877	2171983	sa_ill_sa_contig15	contig_2	94.39		True
unknown
20351	20466	2172027	2172142	sa_ill_sa_contig15	contig_2	93.1		True
unknown
1136	1374	2387840	2387602	sa_ill_sa_contig8	contig_2	92.47		True
unknown
561	1110	2388415	2387866	sa_ill_sa_contig8	contig_2	94.73		True
unknown
437	551	2388537	2388423	sa_ill_sa_contig8	contig_2	96.52		True
unknown
38	431	2388936	2388543	sa_ill_sa_contig8	contig_2	90.61		True
unknown
3184	3302	2389285	2389167	sa_ill_sa_contig41	contig_2	94.12		True
unknown
3006	3134	2389462	2389334	sa_ill_sa_contig41	contig_2	93.8		True
unknown
2346	2414	2390118	2390050	sa_ill_sa_contig41	contig_2	95.65		True
unknown
2102	2316	2390362	2390148	sa_ill_sa_contig41	contig_2	95.35		True
unknown
1191	1538	2391264	2390917	sa_ill_sa_contig41	contig_2	95.11		True
unknown
497	1095	2391958	2391360	sa_ill_sa_contig41	contig_2	94.66		True
unknown
1136	1374	2830963	2830725	sa_ill_sa_contig8	contig_2	92.47		True
unknown
561	1110	2831538	2830989	sa_ill_sa_contig8	contig_2	94.73		True
unknown
437	551	2831660	2831546	sa_ill_sa_contig8	contig_2	96.52		True
unknown
38	431	2832059	2831666	sa_ill_sa_contig8	contig_2	90.61		True
unknown
3184	3302	2832510	2832392	sa_ill_sa_contig41	contig_2	94.12		True
unknown
3006	3134	2832687	2832559	sa_ill_sa_contig41	contig_2	93.8		True
unknown
2346	2414	2833343	2833275	sa_ill_sa_contig41	contig_2	95.65		True
unknown
2102	2316	2833587	2833373	sa_ill_sa_contig41	contig_2	95.35		True
unknown
1191	1538	2834489	2834142	sa_ill_sa_contig41	contig_2	95.11		True
unknown
497	1095	2835183	2834585	sa_ill_sa_contig41	contig_2	94.66		True
unknown
785	865	2836204	2836124	sa_ill_sa_contig51	contig_2	98.77		True
unknown
691	766	2836288	2836213	sa_ill_sa_contig51	contig_2	96.05		True
unknown
585	666	2836392	2836311	sa_ill_sa_contig51	contig_2	91.46		True
unknown
491	565	2836478	2836404	sa_ill_sa_contig51	contig_2	93.33		True
unknown
CONTIG	contig_2	2845425	mis_unaligned
497	577	286084	286164	sa_ill_sa_contig41	contig_86	92.59		True
unknown
589	1151	286176	286738	sa_ill_sa_contig41	contig_86	93.25		True
unknown
1158	1540	286745	287127	sa_ill_sa_contig41	contig_86	94.78		True
unknown
1559	1639	287147	287227	sa_ill_sa_contig41	contig_86	97.53		True
unknown
1871	2057	287457	287643	sa_ill_sa_contig41	contig_86	90.37		True
unknown
2099	2316	287690	287907	sa_ill_sa_contig41	contig_86	91.74		True
unknown
2614	2917	288207	288510	sa_ill_sa_contig41	contig_86	93.09		True
unknown
2985	3136	288579	288730	sa_ill_sa_contig41	contig_86	92.11		True
unknown
38	1590	289146	290696	sa_ill_sa_contig8	contig_86	90.88		True
unknown
497	577	292103	292183	sa_ill_sa_contig41	contig_86	92.59		True
unknown
589	1151	292195	292757	sa_ill_sa_contig41	contig_86	93.25		True
unknown
1158	1540	292764	293146	sa_ill_sa_contig41	contig_86	94.78		True
unknown
1559	1639	293166	293246	sa_ill_sa_contig41	contig_86	97.53		True
unknown
1871	2057	293476	293662	sa_ill_sa_contig41	contig_86	90.37		True
unknown
2099	2316	293709	293926	sa_ill_sa_contig41	contig_86	91.74		True
unknown
2614	2917	294226	294529	sa_ill_sa_contig41	contig_86	93.09		True
unknown
2985	3136	294598	294749	sa_ill_sa_contig41	contig_86	92.11		True
unknown
38	1590	295165	296715	sa_ill_sa_contig8	contig_86	90.82		True
unknown
497	577	529654	529734	sa_ill_sa_contig41	contig_86	92.59		True
unknown
589	1151	529746	530308	sa_ill_sa_contig41	contig_86	93.25		True
unknown
1158	1540	530315	530697	sa_ill_sa_contig41	contig_86	94.78		True
unknown
1559	1639	530717	530797	sa_ill_sa_contig41	contig_86	97.53		True
unknown
1871	2057	531027	531213	sa_ill_sa_contig41	contig_86	90.37		True
unknown
2099	2316	531260	531477	sa_ill_sa_contig41	contig_86	91.74		True
unknown
2614	2917	531777	532080	sa_ill_sa_contig41	contig_86	93.09		True
unknown
2985	3136	532149	532300	sa_ill_sa_contig41	contig_86	92.11		True
unknown
38	1590	532967	534517	sa_ill_sa_contig8	contig_86	90.82		True
unknown
20320	20490	581941	582111	sa_ill_sa_contig15	contig_86	90.64		True
unknown
20702	20898	582323	582519	sa_ill_sa_contig15	contig_86	90.86		True
unknown
38	1590	1079306	1077756	sa_ill_sa_contig8	contig_86	90.82		True
unknown
2985	3136	1080124	1079973	sa_ill_sa_contig41	contig_86	92.11		True
unknown
2614	2917	1080496	1080193	sa_ill_sa_contig41	contig_86	93.09		True
unknown
2099	2316	1081013	1080796	sa_ill_sa_contig41	contig_86	91.74		True
unknown
1871	2057	1081246	1081060	sa_ill_sa_contig41	contig_86	90.37		True
unknown
1559	1639	1081556	1081476	sa_ill_sa_contig41	contig_86	97.53		True
unknown
1158	1540	1081958	1081576	sa_ill_sa_contig41	contig_86	94.78		True
unknown
589	1151	1082527	1081965	sa_ill_sa_contig41	contig_86	93.25		True
unknown
497	577	1082619	1082539	sa_ill_sa_contig41	contig_86	92.59		True
unknown
38	1590	1677819	1676269	sa_ill_sa_contig8	contig_86	90.82		True
unknown
2985	3136	1678386	1678235	sa_ill_sa_contig41	contig_86	92.11		True
unknown
2614	2917	1678758	1678455	sa_ill_sa_contig41	contig_86	93.09		True
unknown
2099	2316	1679275	1679058	sa_ill_sa_contig41	contig_86	91.74		True
unknown
1871	2057	1679508	1679322	sa_ill_sa_contig41	contig_86	90.37		True
unknown
1559	1639	1679818	1679738	sa_ill_sa_contig41	contig_86	97.53		True
unknown
1158	1540	1680220	1679838	sa_ill_sa_contig41	contig_86	94.78		True
unknown
589	1151	1680789	1680227	sa_ill_sa_contig41	contig_86	93.25		True
unknown
497	577	1680881	1680801	sa_ill_sa_contig41	contig_86	92.59		True
unknown
38	1590	1782496	1780946	sa_ill_sa_contig8	contig_86	90.82		True
unknown
2985	3136	1783063	1782912	sa_ill_sa_contig41	contig_86	92.11		True
unknown
2614	2917	1783435	1783132	sa_ill_sa_contig41	contig_86	93.09		True
unknown
2099	2316	1783952	1783735	sa_ill_sa_contig41	contig_86	91.74		True
unknown
1871	2057	1784185	1783999	sa_ill_sa_contig41	contig_86	90.37		True
unknown
1559	1639	1784495	1784415	sa_ill_sa_contig41	contig_86	97.53		True
unknown
1158	1540	1784897	1784515	sa_ill_sa_contig41	contig_86	94.78		True
unknown
589	1151	1785466	1784904	sa_ill_sa_contig41	contig_86	93.25		True
unknown
497	577	1785558	1785478	sa_ill_sa_contig41	contig_86	92.59		True
unknown
CONTIG	contig_86	2992085	mis_unaligned
671	900	806962	807191	sa_ill_sa_contig41	contig_87	90.87		True
unknown
1309	1402	807600	807693	sa_ill_sa_contig41	contig_87	96.81		True
unknown
455	542	810331	810418	sa_ill_sa_contig8	contig_87	90.91		True
unknown
590	729	810464	810603	sa_ill_sa_contig8	contig_87	91.43		True
unknown
769	840	810642	810713	sa_ill_sa_contig8	contig_87	95.83		True
unknown
671	900	1473275	1473504	sa_ill_sa_contig41	contig_87	90.87		True
unknown
1309	1402	1473913	1474006	sa_ill_sa_contig41	contig_87	96.81		True
unknown
455	542	1476658	1476745	sa_ill_sa_contig8	contig_87	90.91		True
unknown
590	729	1476791	1476930	sa_ill_sa_contig8	contig_87	91.43		True
unknown
769	840	1476969	1477040	sa_ill_sa_contig8	contig_87	95.83		True
unknown
769	840	1993544	1993473	sa_ill_sa_contig8	contig_87	95.83		True
unknown
590	729	1993722	1993583	sa_ill_sa_contig8	contig_87	91.43		True
unknown
455	542	1993855	1993768	sa_ill_sa_contig8	contig_87	90.91		True
unknown
1309	1402	1996752	1996659	sa_ill_sa_contig41	contig_87	96.81		True
unknown
671	900	1997390	1997161	sa_ill_sa_contig41	contig_87	90.87		True
unknown
769	840	2088627	2088556	sa_ill_sa_contig8	contig_87	95.83		True
unknown
590	729	2088805	2088666	sa_ill_sa_contig8	contig_87	91.43		True
unknown
455	542	2088938	2088851	sa_ill_sa_contig8	contig_87	90.91		True
unknown
1309	1402	2091683	2091590	sa_ill_sa_contig41	contig_87	96.81		True
unknown
671	900	2092321	2092092	sa_ill_sa_contig41	contig_87	90.87		True
unknown
769	840	2243868	2243797	sa_ill_sa_contig8	contig_87	95.83		True
unknown
590	729	2244046	2243907	sa_ill_sa_contig8	contig_87	91.43		True
unknown
455	542	2244179	2244092	sa_ill_sa_contig8	contig_87	90.91		True
unknown
1309	1402	2247082	2246989	sa_ill_sa_contig41	contig_87	96.81		True
unknown
671	900	2247719	2247490	sa_ill_sa_contig41	contig_87	90.87		True
unknown
769	840	2286781	2286710	sa_ill_sa_contig8	contig_87	95.83		True
unknown
590	729	2286959	2286820	sa_ill_sa_contig8	contig_87	91.43		True
unknown
455	542	2287092	2287005	sa_ill_sa_contig8	contig_87	90.91		True
unknown
1309	1402	2289837	2289744	sa_ill_sa_contig41	contig_87	96.81		True
unknown
671	900	2290475	2290246	sa_ill_sa_contig41	contig_87	90.87		True
unknown
769	840	3036350	3036279	sa_ill_sa_contig8	contig_87	95.83		True
unknown
590	729	3036528	3036389	sa_ill_sa_contig8	contig_87	91.43		True
unknown
455	542	3036661	3036574	sa_ill_sa_contig8	contig_87	90.91		True
unknown
1309	1402	3039664	3039571	sa_ill_sa_contig41	contig_87	96.81		True
unknown
671	900	3040302	3040073	sa_ill_sa_contig41	contig_87	90.87		True
unknown
CONTIG	contig_87	4758924	mis_unaligned
671	900	304116	304345	sa_ill_sa_contig41	contig_88	90.87		True
unknown
1309	1402	304753	304846	sa_ill_sa_contig41	contig_88	96.81		True
unknown
455	542	307572	307659	sa_ill_sa_contig8	contig_88	90.91		True
unknown
590	709	307705	307824	sa_ill_sa_contig8	contig_88	93.33		True
unknown
769	841	307883	307955	sa_ill_sa_contig8	contig_88	95.89		True
unknown
671	900	1012445	1012674	sa_ill_sa_contig41	contig_88	90.87		True
unknown
1309	1402	1013083	1013176	sa_ill_sa_contig41	contig_88	96.81		True
unknown
455	542	1015909	1015996	sa_ill_sa_contig8	contig_88	90.91		True
unknown
590	709	1016042	1016161	sa_ill_sa_contig8	contig_88	93.33		True
unknown
769	841	1016220	1016292	sa_ill_sa_contig8	contig_88	95.89		True
unknown
769	841	1556859	1556787	sa_ill_sa_contig8	contig_88	95.89		True
unknown
590	709	1557037	1556918	sa_ill_sa_contig8	contig_88	93.33		True
unknown
455	542	1557170	1557083	sa_ill_sa_contig8	contig_88	90.91		True
unknown
1309	1402	1559913	1559820	sa_ill_sa_contig41	contig_88	96.81		True
unknown
671	900	1560551	1560322	sa_ill_sa_contig41	contig_88	90.87		True
unknown
769	841	1650478	1650406	sa_ill_sa_contig8	contig_88	95.89		True
unknown
590	709	1650656	1650537	sa_ill_sa_contig8	contig_88	93.33		True
unknown
455	542	1650789	1650702	sa_ill_sa_contig8	contig_88	90.91		True
unknown
1309	1402	1653625	1653532	sa_ill_sa_contig41	contig_88	96.81		True
unknown
671	900	1654263	1654034	sa_ill_sa_contig41	contig_88	90.87		True
unknown
769	841	1781605	1781533	sa_ill_sa_contig8	contig_88	95.89		True
unknown
590	709	1781783	1781664	sa_ill_sa_contig8	contig_88	93.33		True
unknown
455	542	1781916	1781829	sa_ill_sa_contig8	contig_88	90.91		True
unknown
1309	1402	1784659	1784566	sa_ill_sa_contig41	contig_88	96.81		True
unknown
671	900	1785297	1785068	sa_ill_sa_contig41	contig_88	90.87		True
unknown
769	841	1823008	1822936	sa_ill_sa_contig8	contig_88	95.89		True
unknown
590	709	1823186	1823067	sa_ill_sa_contig8	contig_88	93.33		True
unknown
455	542	1823319	1823232	sa_ill_sa_contig8	contig_88	90.91		True
unknown
1309	1402	1826062	1825969	sa_ill_sa_contig41	contig_88	96.81		True
unknown
671	900	1826699	1826470	sa_ill_sa_contig41	contig_88	90.87		True
unknown
769	841	2470841	2470769	sa_ill_sa_contig8	contig_88	95.89		True
unknown
590	709	2471019	2470900	sa_ill_sa_contig8	contig_88	93.33		True
unknown
455	542	2471152	2471065	sa_ill_sa_contig8	contig_88	90.91		True
unknown
1309	1402	2473987	2473894	sa_ill_sa_contig41	contig_88	96.81		True
unknown
671	900	2474624	2474395	sa_ill_sa_contig41	contig_88	90.87		True
unknown
CONTIG	contig_88	4765360	mis_unaligned
589	1095	65129	65635	sa_ill_sa_contig41	contig_95	95.66		True
unknown
1150	1543	65690	66083	sa_ill_sa_contig41	contig_95	90.61		True
unknown
2105	2299	66638	66832	sa_ill_sa_contig41	contig_95	93.33		True
unknown
2342	2421	66875	66954	sa_ill_sa_contig41	contig_95	90.0		True
unknown
3008	3122	67544	67658	sa_ill_sa_contig41	contig_95	91.3		True
unknown
471	545	68669	68743	sa_ill_sa_contig8	contig_95	98.67		True
unknown
567	826	68763	69022	sa_ill_sa_contig8	contig_95	91.54		True
unknown
589	1095	142221	142727	sa_ill_sa_contig41	contig_95	95.66		True
unknown
1150	1543	142782	143175	sa_ill_sa_contig41	contig_95	90.61		True
unknown
2105	2299	143730	143924	sa_ill_sa_contig41	contig_95	93.33		True
unknown
2342	2421	143967	144046	sa_ill_sa_contig41	contig_95	91.25		True
unknown
3008	3122	144636	144750	sa_ill_sa_contig41	contig_95	90.43		True
unknown
471	545	145565	145639	sa_ill_sa_contig8	contig_95	98.67		True
unknown
567	826	145659	145918	sa_ill_sa_contig8	contig_95	91.54		True
unknown
496	1095	177652	178251	sa_ill_sa_contig41	contig_95	93.33		True
unknown
1150	1543	178306	178699	sa_ill_sa_contig41	contig_95	90.61		True
unknown
2105	2299	179254	179448	sa_ill_sa_contig41	contig_95	93.33		True
unknown
2342	2421	179491	179570	sa_ill_sa_contig41	contig_95	90.0		True
unknown
3008	3122	180160	180274	sa_ill_sa_contig41	contig_95	91.3		True
unknown
471	545	181089	181163	sa_ill_sa_contig8	contig_95	98.67		True
unknown
567	826	181183	181442	sa_ill_sa_contig8	contig_95	91.54		True
unknown
567	826	842889	842630	sa_ill_sa_contig8	contig_95	91.54		True
unknown
