S1	E1	S2	E2	Reference	Contig	IDY	Ambiguous	Best_group
38202	38352	1	151	sa_ill_sa_contig23	contig_8	99.34		True
1	3261	2609848	2613113	sa_ill_sa_contig42	contig_8	99.85		True
indel: indel (> 5bp) [fragmentation of reference genome]
4	718	2613829	2613114	sa_ill_sa_contig58	contig_8	99.87		True
indel: indel (<= 5bp) [fragmentation of reference genome]
1	56123	2613830	2669861	sa_ill_sa_contig15	contig_8	99.61		True
local misassembly
55995	56123	2670009	2670136	sa_ill_sa_contig15	contig_8	98.45		True
translocation
203	3323	2670313	2673434	sa_ill_sa_contig41	contig_8	99.71		True
fake: not a misassembly [fragmentation of reference genome]
1	1604	2673731	2675332	sa_ill_sa_contig8	contig_8	99.65		True
translocation
1	3323	2675333	2678656	sa_ill_sa_contig41	contig_8	99.58		True
fake: not a misassembly [fragmentation of reference genome]
1	1703	2678986	2680687	sa_ill_sa_contig8	contig_8	99.77		True
translocation
688	925	2680701	2680953	sa_ill_sa_contig51	contig_8	94.07		True
fake: not a misassembly [fragmentation of reference genome]
1	38352	2681096	2719462	sa_ill_sa_contig23	contig_8	99.85		True
CONTIG	contig_8	2719555	misassembled
497	1540	1404834	1405877	sa_ill_sa_contig41	contig_2	94.25		True
unknown
1867	2316	1406204	1406653	sa_ill_sa_contig41	contig_2	90.89		True
unknown
2615	2916	1406953	1407254	sa_ill_sa_contig41	contig_2	93.38		True
unknown
35	1591	1407812	1409366	sa_ill_sa_contig8	contig_2	92.03		True
unknown
497	1540	1697599	1698642	sa_ill_sa_contig41	contig_2	94.16		True
unknown
1867	2316	1698969	1699418	sa_ill_sa_contig41	contig_2	90.89		True
unknown
2615	2916	1699718	1700019	sa_ill_sa_contig41	contig_2	93.38		True
unknown
35	1591	1700577	1702131	sa_ill_sa_contig8	contig_2	92.03		True
unknown
497	1540	2151057	2152100	sa_ill_sa_contig41	contig_2	94.25		True
unknown
1867	2316	2152427	2152876	sa_ill_sa_contig41	contig_2	90.67		True
unknown
2615	2916	2153176	2153477	sa_ill_sa_contig41	contig_2	93.38		True
unknown
35	1591	2154035	2155589	sa_ill_sa_contig8	contig_2	91.9		True
unknown
497	3301	2156058	2158864	sa_ill_sa_contig41	contig_2	90.0		True
unknown
35	1591	2159036	2160590	sa_ill_sa_contig8	contig_2	91.9		True
unknown
497	1540	2161671	2162714	sa_ill_sa_contig41	contig_2	94.25		True
unknown
1867	2316	2163041	2163490	sa_ill_sa_contig41	contig_2	90.89		True
unknown
2615	2916	2163790	2164091	sa_ill_sa_contig41	contig_2	93.38		True
unknown
35	1591	2164649	2166203	sa_ill_sa_contig8	contig_2	91.9		True
unknown
497	1492	2226213	2227208	sa_ill_sa_contig41	contig_2	94.18		True
unknown
1867	2316	2227582	2228031	sa_ill_sa_contig41	contig_2	90.89		True
unknown
2615	2916	2228331	2228632	sa_ill_sa_contig41	contig_2	93.38		True
unknown
35	1591	2229190	2230744	sa_ill_sa_contig8	contig_2	92.03		True
unknown
497	3301	2232135	2234941	sa_ill_sa_contig41	contig_2	90.0		True
unknown
35	1591	2235113	2236667	sa_ill_sa_contig8	contig_2	92.03		True
unknown
497	3301	2292292	2295098	sa_ill_sa_contig41	contig_2	90.0		True
unknown
35	1591	2295447	2297001	sa_ill_sa_contig8	contig_2	91.96		True
unknown
497	1540	2312904	2313947	sa_ill_sa_contig41	contig_2	94.25		True
unknown
1867	2316	2314274	2314723	sa_ill_sa_contig41	contig_2	90.89		True
unknown
2615	2916	2315023	2315324	sa_ill_sa_contig41	contig_2	93.38		True
unknown
35	1591	2316059	2317613	sa_ill_sa_contig8	contig_2	92.03		True
unknown
35	1591	3391537	3389982	sa_ill_sa_contig8	contig_2	91.91		True
unknown
497	3301	3394515	3391709	sa_ill_sa_contig41	contig_2	90.0		True
unknown
788	861	3395646	3395573	sa_ill_sa_contig51	contig_2	97.3		True
unknown
691	765	3395728	3395654	sa_ill_sa_contig51	contig_2	97.33		True
unknown
589	679	3395826	3395736	sa_ill_sa_contig51	contig_2	90.11		True
unknown
492	565	3395900	3395827	sa_ill_sa_contig51	contig_2	93.24		True
unknown
CONTIG	contig_2	4045596	mis_unaligned
500	577	1	78	sa_ill_sa_contig41	contig_11	92.31		True
unknown
589	1151	90	652	sa_ill_sa_contig41	contig_11	93.25		True
unknown
1158	1540	659	1041	sa_ill_sa_contig41	contig_11	94.78		True
unknown
1559	1639	1061	1141	sa_ill_sa_contig41	contig_11	97.53		True
unknown
1871	2057	1371	1557	sa_ill_sa_contig41	contig_11	90.37		True
unknown
2099	2316	1604	1821	sa_ill_sa_contig41	contig_11	91.74		True
unknown
2614	2917	2121	2424	sa_ill_sa_contig41	contig_11	93.09		True
unknown
2985	3136	2493	2644	sa_ill_sa_contig41	contig_11	92.11		True
unknown
38	1590	3060	4610	sa_ill_sa_contig8	contig_11	90.82		True
unknown
497	577	598264	598344	sa_ill_sa_contig41	contig_11	92.59		True
unknown
589	1151	598356	598918	sa_ill_sa_contig41	contig_11	93.25		True
unknown
1158	1540	598925	599307	sa_ill_sa_contig41	contig_11	94.78		True
unknown
1559	1639	599327	599407	sa_ill_sa_contig41	contig_11	97.53		True
unknown
1871	2057	599637	599823	sa_ill_sa_contig41	contig_11	90.37		True
unknown
2099	2316	599870	600087	sa_ill_sa_contig41	contig_11	91.74		True
unknown
2614	2917	600387	600690	sa_ill_sa_contig41	contig_11	93.09		True
unknown
2985	3136	600759	600910	sa_ill_sa_contig41	contig_11	92.11		True
unknown
38	1590	601577	603127	sa_ill_sa_contig8	contig_11	90.82		True
unknown
20702	20898	1098560	1098364	sa_ill_sa_contig15	contig_11	90.86		True
unknown
20320	20490	1098942	1098772	sa_ill_sa_contig15	contig_11	90.64		True
unknown
38	1590	1147916	1146366	sa_ill_sa_contig8	contig_11	90.82		True
unknown
2985	3136	1148734	1148583	sa_ill_sa_contig41	contig_11	92.11		True
unknown
2614	2917	1149106	1148803	sa_ill_sa_contig41	contig_11	93.09		True
unknown
2099	2316	1149623	1149406	sa_ill_sa_contig41	contig_11	91.74		True
unknown
1871	2057	1149856	1149670	sa_ill_sa_contig41	contig_11	90.37		True
unknown
1559	1639	1150166	1150086	sa_ill_sa_contig41	contig_11	97.53		True
unknown
1158	1540	1150568	1150186	sa_ill_sa_contig41	contig_11	94.78		True
unknown
589	1151	1151137	1150575	sa_ill_sa_contig41	contig_11	93.25		True
unknown
497	577	1151229	1151149	sa_ill_sa_contig41	contig_11	92.59		True
unknown
38	1590	1385718	1384168	sa_ill_sa_contig8	contig_11	90.82		True
unknown
2985	3136	1386285	1386134	sa_ill_sa_contig41	contig_11	92.11		True
unknown
2614	2917	1386657	1386354	sa_ill_sa_contig41	contig_11	93.09		True
unknown
2099	2316	1387174	1386957	sa_ill_sa_contig41	contig_11	91.74		True
unknown
1871	2057	1387407	1387221	sa_ill_sa_contig41	contig_11	90.37		True
unknown
1559	1639	1387717	1387637	sa_ill_sa_contig41	contig_11	97.53		True
unknown
1158	1540	1388119	1387737	sa_ill_sa_contig41	contig_11	94.78		True
unknown
589	1151	1388688	1388126	sa_ill_sa_contig41	contig_11	93.25		True
unknown
497	577	1388780	1388700	sa_ill_sa_contig41	contig_11	92.59		True
unknown
38	1590	1391737	1390187	sa_ill_sa_contig8	contig_11	90.88		True
unknown
2985	3136	1392304	1392153	sa_ill_sa_contig41	contig_11	92.11		True
unknown
2614	2917	1392676	1392373	sa_ill_sa_contig41	contig_11	93.09		True
unknown
2099	2316	1393193	1392976	sa_ill_sa_contig41	contig_11	91.74		True
unknown
1871	2057	1393426	1393240	sa_ill_sa_contig41	contig_11	90.37		True
unknown
1559	1639	1393736	1393656	sa_ill_sa_contig41	contig_11	97.53		True
unknown
1158	1540	1394138	1393756	sa_ill_sa_contig41	contig_11	94.78		True
unknown
589	1151	1394707	1394145	sa_ill_sa_contig41	contig_11	93.25		True
unknown
497	577	1394799	1394719	sa_ill_sa_contig41	contig_11	92.59		True
unknown
492	565	2886056	2886129	sa_ill_sa_contig51	contig_11	95.95		True
unknown
691	768	2886256	2886333	sa_ill_sa_contig51	contig_11	97.44		True
unknown
787	862	2886351	2886426	sa_ill_sa_contig51	contig_11	100.0		True
unknown
497	577	2887377	2887457	sa_ill_sa_contig41	contig_11	92.59		True
unknown
589	1151	2887469	2888031	sa_ill_sa_contig41	contig_11	93.25		True
unknown
1158	1540	2888038	2888420	sa_ill_sa_contig41	contig_11	94.78		True
unknown
1559	1639	2888440	2888520	sa_ill_sa_contig41	contig_11	97.53		True
unknown
1871	2057	2888750	2888936	sa_ill_sa_contig41	contig_11	90.37		True
unknown
2099	2316	2888983	2889200	sa_ill_sa_contig41	contig_11	91.74		True
unknown
2614	2917	2889500	2889803	sa_ill_sa_contig41	contig_11	93.09		True
unknown
2985	3136	2889872	2890023	sa_ill_sa_contig41	contig_11	92.11		True
unknown
38	1590	2890439	2891989	sa_ill_sa_contig8	contig_11	90.82		True
unknown
CONTIG	contig_11	2992051	mis_unaligned
19874	19965	24677	24768	sa_ill_sa_contig15	contig_13	91.3		True
unknown
20204	20310	25007	25113	sa_ill_sa_contig15	contig_13	94.39		True
unknown
20351	20466	25157	25272	sa_ill_sa_contig15	contig_13	93.1		True
unknown
1136	1374	240973	240735	sa_ill_sa_contig8	contig_13	92.47		True
unknown
561	1110	241548	240999	sa_ill_sa_contig8	contig_13	94.73		True
unknown
437	551	241670	241556	sa_ill_sa_contig8	contig_13	96.52		True
unknown
38	431	242069	241676	sa_ill_sa_contig8	contig_13	90.61		True
unknown
3184	3302	242418	242300	sa_ill_sa_contig41	contig_13	94.12		True
unknown
3006	3134	242595	242467	sa_ill_sa_contig41	contig_13	93.8		True
unknown
2346	2414	243251	243183	sa_ill_sa_contig41	contig_13	95.65		True
unknown
2102	2316	243495	243281	sa_ill_sa_contig41	contig_13	95.35		True
unknown
1191	1538	244397	244050	sa_ill_sa_contig41	contig_13	95.11		True
unknown
497	1095	245091	244493	sa_ill_sa_contig41	contig_13	94.66		True
unknown
1136	1374	684098	683860	sa_ill_sa_contig8	contig_13	92.47		True
unknown
561	1110	684673	684124	sa_ill_sa_contig8	contig_13	94.73		True
unknown
437	551	684795	684681	sa_ill_sa_contig8	contig_13	96.52		True
unknown
38	431	685194	684801	sa_ill_sa_contig8	contig_13	90.61		True
unknown
3184	3302	685645	685527	sa_ill_sa_contig41	contig_13	94.12		True
unknown
3006	3134	685822	685694	sa_ill_sa_contig41	contig_13	93.8		True
unknown
2346	2414	686478	686410	sa_ill_sa_contig41	contig_13	95.65		True
unknown
2102	2316	686722	686508	sa_ill_sa_contig41	contig_13	95.35		True
unknown
1191	1538	687624	687277	sa_ill_sa_contig41	contig_13	95.11		True
unknown
497	1095	688318	687720	sa_ill_sa_contig41	contig_13	94.66		True
unknown
785	865	689339	689259	sa_ill_sa_contig51	contig_13	98.77		True
unknown
691	766	689423	689348	sa_ill_sa_contig51	contig_13	96.05		True
unknown
585	666	689527	689446	sa_ill_sa_contig51	contig_13	91.46		True
unknown
491	565	689613	689539	sa_ill_sa_contig51	contig_13	93.33		True
unknown
1136	1374	1303337	1303099	sa_ill_sa_contig8	contig_13	92.47		True
unknown
561	1110	1303912	1303363	sa_ill_sa_contig8	contig_13	94.73		True
unknown
437	551	1304034	1303920	sa_ill_sa_contig8	contig_13	96.52		True
unknown
38	431	1304433	1304040	sa_ill_sa_contig8	contig_13	90.61		True
unknown
3006	3124	1305061	1304943	sa_ill_sa_contig41	contig_13	96.64		True
unknown
2346	2414	1305717	1305649	sa_ill_sa_contig41	contig_13	95.65		True
unknown
2102	2316	1305961	1305747	sa_ill_sa_contig41	contig_13	95.35		True
unknown
1191	1538	1306863	1306516	sa_ill_sa_contig41	contig_13	95.11		True
unknown
497	1095	1307557	1306959	sa_ill_sa_contig41	contig_13	94.66		True
unknown
110713	110836	1560148	1560271	sa_ill_sa_contig1	contig_13	91.94		True
unknown
497	1095	2811256	2811854	sa_ill_sa_contig41	contig_13	94.66		True
unknown
1191	1538	2811950	2812297	sa_ill_sa_contig41	contig_13	95.11		True
unknown
2102	2316	2812852	2813066	sa_ill_sa_contig41	contig_13	95.35		True
unknown
2346	2414	2813096	2813164	sa_ill_sa_contig41	contig_13	95.65		True
unknown
3006	3134	2813752	2813880	sa_ill_sa_contig41	contig_13	93.8		True
unknown
3184	3302	2813929	2814047	sa_ill_sa_contig41	contig_13	94.12		True
unknown
38	431	2814278	2814671	sa_ill_sa_contig8	contig_13	90.61		True
unknown
437	551	2814677	2814791	sa_ill_sa_contig8	contig_13	96.52		True
unknown
561	1110	2814799	2815348	sa_ill_sa_contig8	contig_13	94.73		True
unknown
1136	1374	2815374	2815612	sa_ill_sa_contig8	contig_13	92.47		True
unknown
CONTIG	contig_13	2845434	mis_unaligned
567	826	231770	231511	sa_ill_sa_contig8	contig_14	91.54		True
unknown
471	545	231864	231790	sa_ill_sa_contig8	contig_14	98.67		True
unknown
38	231	232307	232114	sa_ill_sa_contig8	contig_14	91.24		True
unknown
3008	3122	232803	232689	sa_ill_sa_contig41	contig_14	91.3		True
unknown
2342	2421	233472	233393	sa_ill_sa_contig41	contig_14	90.0		True
unknown
2105	2299	233709	233515	sa_ill_sa_contig41	contig_14	93.33		True
unknown
1150	1543	234657	234264	sa_ill_sa_contig41	contig_14	90.61		True
unknown
496	1095	235311	234712	sa_ill_sa_contig41	contig_14	93.33		True
unknown
589	1095	1044772	1045278	sa_ill_sa_contig41	contig_14	95.66		True
unknown
1150	1543	1045333	1045726	sa_ill_sa_contig41	contig_14	90.61		True
unknown
2105	2299	1046281	1046475	sa_ill_sa_contig41	contig_14	93.33		True
unknown
2342	2421	1046518	1046597	sa_ill_sa_contig41	contig_14	90.0		True
unknown
3008	3122	1047187	1047301	sa_ill_sa_contig41	contig_14	91.3		True
unknown
471	545	1048311	1048385	sa_ill_sa_contig8	contig_14	98.67		True
unknown
567	826	1048405	1048664	sa_ill_sa_contig8	contig_14	91.54		True
unknown
567	826	1710105	1709846	sa_ill_sa_contig8	contig_14	91.54		True
unknown
471	545	1710199	1710125	sa_ill_sa_contig8	contig_14	98.67		True
unknown
3008	3122	1711128	1711014	sa_ill_sa_contig41	contig_14	91.3		True
unknown
2342	2421	1711797	1711718	sa_ill_sa_contig41	contig_14	90.0		True
unknown
2105	2299	1712034	1711840	sa_ill_sa_contig41	contig_14	93.33		True
unknown
1150	1543	1712982	1712589	sa_ill_sa_contig41	contig_14	90.61		True
unknown
496	1095	1713636	1713037	sa_ill_sa_contig41	contig_14	93.33		True
unknown
567	826	1745629	1745370	sa_ill_sa_contig8	contig_14	91.54		True
unknown
471	545	1745723	1745649	sa_ill_sa_contig8	contig_14	98.67		True
unknown
3008	3122	1746653	1746539	sa_ill_sa_contig41	contig_14	90.43		True
unknown
2342	2421	1747322	1747243	sa_ill_sa_contig41	contig_14	91.25		True
unknown
2105	2299	1747559	1747365	sa_ill_sa_contig41	contig_14	93.33		True
unknown
1150	1543	1748507	1748114	sa_ill_sa_contig41	contig_14	90.61		True
unknown
589	1095	1749068	1748562	sa_ill_sa_contig41	contig_14	95.66		True
unknown
567	826	1822527	1822268	sa_ill_sa_contig8	contig_14	91.54		True
unknown
471	545	1822621	1822547	sa_ill_sa_contig8	contig_14	98.67		True
unknown
3008	3122	1823746	1823632	sa_ill_sa_contig41	contig_14	91.3		True
unknown
2342	2421	1824415	1824336	sa_ill_sa_contig41	contig_14	90.0		True
unknown
2105	2299	1824652	1824458	sa_ill_sa_contig41	contig_14	93.33		True
unknown
1150	1543	1825600	1825207	sa_ill_sa_contig41	contig_14	90.61		True
unknown
625	1095	1826125	1825655	sa_ill_sa_contig41	contig_14	95.54		True
unknown
CONTIG	contig_14	1948617	mis_unaligned
671	900	2283624	2283853	sa_ill_sa_contig41	contig_36	90.87		True
unknown
1309	1402	2284262	2284355	sa_ill_sa_contig41	contig_36	96.81		True
unknown
455	542	2287097	2287184	sa_ill_sa_contig8	contig_36	90.91		True
unknown
590	709	2287230	2287349	sa_ill_sa_contig8	contig_36	93.33		True
unknown
769	841	2287408	2287480	sa_ill_sa_contig8	contig_36	95.89		True
unknown
671	900	2931543	2931772	sa_ill_sa_contig41	contig_36	90.87		True
unknown
1309	1402	2932181	2932274	sa_ill_sa_contig41	contig_36	96.81		True
unknown
455	542	2934924	2935011	sa_ill_sa_contig8	contig_36	90.91		True
unknown
590	709	2935057	2935176	sa_ill_sa_contig8	contig_36	93.33		True
unknown
769	841	2935235	2935307	sa_ill_sa_contig8	contig_36	95.89		True
unknown
671	900	2972946	2973175	sa_ill_sa_contig41	contig_36	90.87		True
unknown
1309	1402	2973584	2973677	sa_ill_sa_contig41	contig_36	96.81		True
unknown
455	542	2976327	2976414	sa_ill_sa_contig8	contig_36	90.91		True
unknown
590	709	2976460	2976579	sa_ill_sa_contig8	contig_36	93.33		True
unknown
769	841	2976638	2976710	sa_ill_sa_contig8	contig_36	95.89		True
unknown
671	900	3103981	3104210	sa_ill_sa_contig41	contig_36	90.87		True
unknown
1309	1402	3104619	3104712	sa_ill_sa_contig41	contig_36	96.81		True
unknown
455	542	3107456	3107543	sa_ill_sa_contig8	contig_36	90.91		True
unknown
590	709	3107589	3107708	sa_ill_sa_contig8	contig_36	93.33		True
unknown
769	841	3107767	3107839	sa_ill_sa_contig8	contig_36	95.89		True
unknown
671	900	3197695	3197924	sa_ill_sa_contig41	contig_36	90.87		True
unknown
1309	1402	3198333	3198426	sa_ill_sa_contig41	contig_36	96.81		True
unknown
455	542	3201076	3201163	sa_ill_sa_contig8	contig_36	90.91		True
unknown
590	709	3201209	3201328	sa_ill_sa_contig8	contig_36	93.33		True
unknown
769	841	3201387	3201459	sa_ill_sa_contig8	contig_36	95.89		True
unknown
769	841	3742034	3741962	sa_ill_sa_contig8	contig_36	95.89		True
unknown
590	709	3742212	3742093	sa_ill_sa_contig8	contig_36	93.33		True
unknown
455	542	3742345	3742258	sa_ill_sa_contig8	contig_36	90.91		True
unknown
1309	1402	3745171	3745078	sa_ill_sa_contig41	contig_36	96.81		True
unknown
671	900	3745809	3745580	sa_ill_sa_contig41	contig_36	90.87		True
unknown
769	841	4450380	4450308	sa_ill_sa_contig8	contig_36	95.89		True
unknown
590	709	4450558	4450439	sa_ill_sa_contig8	contig_36	93.33		True
unknown
455	542	4450691	4450604	sa_ill_sa_contig8	contig_36	90.91		True
unknown
1309	1402	4453510	4453417	sa_ill_sa_contig41	contig_36	96.81		True
unknown
671	900	4454147	4453918	sa_ill_sa_contig41	contig_36	90.87		True
unknown
CONTIG	contig_36	4765372	mis_unaligned
671	900	806940	807169	sa_ill_sa_contig41	contig_58	90.87		True
unknown
1309	1402	807578	807671	sa_ill_sa_contig41	contig_58	96.81		True
unknown
455	542	810324	810411	sa_ill_sa_contig8	contig_58	90.91		True
unknown
590	729	810457	810596	sa_ill_sa_contig8	contig_58	91.43		True
unknown
769	840	810635	810706	sa_ill_sa_contig8	contig_58	95.83		True
unknown
671	900	1473247	1473476	sa_ill_sa_contig41	contig_58	90.87		True
unknown
1309	1402	1473885	1473978	sa_ill_sa_contig41	contig_58	96.81		True
unknown
455	542	1476630	1476717	sa_ill_sa_contig8	contig_58	90.91		True
unknown
590	729	1476763	1476902	sa_ill_sa_contig8	contig_58	91.43		True
unknown
769	840	1476941	1477012	sa_ill_sa_contig8	contig_58	95.83		True
unknown
769	840	1993524	1993453	sa_ill_sa_contig8	contig_58	95.83		True
unknown
590	729	1993702	1993563	sa_ill_sa_contig8	contig_58	91.43		True
unknown
455	542	1993835	1993748	sa_ill_sa_contig8	contig_58	90.91		True
unknown
1309	1402	1996739	1996646	sa_ill_sa_contig41	contig_58	96.81		True
unknown
671	900	1997377	1997148	sa_ill_sa_contig41	contig_58	90.87		True
unknown
769	840	2088618	2088547	sa_ill_sa_contig8	contig_58	95.83		True
unknown
