Assembly	# contigs (>= 5000 bp)	# contigs (>= 10000 bp)	# contigs (>= 25000 bp)	# contigs (>= 50000 bp)	Total length (>= 5000 bp)	Total length (>= 10000 bp)	Total length (>= 25000 bp)	Total length (>= 50000 bp)	# contigs	Largest contig	Total length	Reference length	GC (%)	Reference GC (%)	N50	NG50	N75	NG75	L50	LG50	L75	LG75	# misassemblies	# misassembled contigs	Misassembled contigs length	# local misassemblies	# scaffold gap ext. mis.	# scaffold gap loc. mis.	# unaligned mis. contigs	# unaligned contigs	Unaligned length	Genome fraction (%)	Duplication ratio	# N's per 100 kbp	# mismatches per 100 kbp	# indels per 100 kbp	Largest alignment	Total aligned length	NGA50	NGA75	LGA50	LGA75
r10_2bins_v2_2_r2_medaka	7	7	7	7	24063280	24063280	24063280	24063280	7	4765353	24063280	4787036	44.80	50.45	4045605	4765353	2845430	4765353	3	1	5	1	21	1	4765353	36	0	0	6	0 + 7 part	19027563	97.703	1.077	0.00	441.39	15.37	1414824	5029295	1102962	394044	2	5
r10_2bins_v2_2_racon_r1	7	7	7	7	24060309	24060309	24060309	24060309	7	4764761	24060309	4787036	44.79	50.45	4045243	4764761	2845282	4764761	3	1	5	1	21	1	4764761	38	0	0	6	0 + 7 part	19022183	97.701	1.077	0.00	449.96	37.23	1414843	5031847	1102792	393977	2	5
r10_2bins_v2_2_racon_r2	7	7	7	7	24055890	24055890	24055890	24055890	7	4764686	24055890	4787036	44.79	50.45	4045295	4764686	2845321	4764686	3	1	5	1	21	1	4764686	36	0	0	6	0 + 7 part	19018698	97.703	1.077	0.00	450.63	34.04	1414645	5030880	1102822	393997	2	5
r10_2bins_v2_2_raw	7	7	7	7	28130291	28130291	28130291	28130291	7	6787718	28130291	4787036	51.10	50.45	4756088	6787718	2990633	6787718	3	1	5	1	19	1	4763493	61	0	0	6	0 + 7 part	23182856	97.663	1.058	0.00	484.96	236.79	1102178	4942090	586489	369917	3	6
r10_2bins_v2_3_MP	7	7	7	7	24074399	24074399	24074399	24074399	7	4765363	24074399	4787036	44.80	50.45	4045597	4765363	2845424	4765363	3	1	5	1	21	1	4765363	36	0	0	6	0 + 7 part	19038865	97.703	1.077	0.00	443.15	20.31	1408810	5030195	1103279	393562	2	5
r10_2bins_v2_3_MP_helen	7	7	7	7	24070917	24070917	24070917	24070917	7	4765342	24070917	4787036	44.80	50.45	4045617	4765342	2845363	4765342	3	1	5	1	21	1	4765342	36	0	0	6	0 + 7 part	19035631	97.703	1.077	0.00	439.66	17.94	1408790	5029947	1103270	393563	2	5
r10_2bins_v2_3_r1_medaka	7	7	7	7	24071942	24071942	24071942	24071942	7	4765361	24071942	4787036	44.80	50.45	4045586	4765361	2845431	4765361	3	1	5	1	21	1	4765361	37	0	0	6	0 + 7 part	19035608	97.701	1.077	0.00	442.64	15.27	1408815	5033369	1105647	393562	2	5
r10_2bins_v2_3_r2_medaka	7	7	7	7	24055585	24055585	24055585	24055585	7	4765354	24055585	4787036	44.80	50.45	4045593	4765354	2845427	4765354	3	1	5	1	21	1	4765354	37	0	0	6	0 + 7 part	19020192	97.701	1.077	0.00	440.72	15.29	1408822	5032469	1105644	393562	2	5
r10_2bins_v2_3_racon_r1	7	7	7	7	24060307	24060307	24060307	24060307	7	4764595	24060307	4787036	44.79	50.45	4045248	4764595	2845312	4764595	3	1	5	1	21	1	4764595	36	0	0	6	0 + 7 part	19027459	97.703	1.076	0.00	441.44	37.29	1408630	5027617	1103125	393547	2	5
r10_2bins_v2_3_racon_r2	7	7	7	7	24051912	24051912	24051912	24051912	7	4764670	24051912	4787036	44.78	50.45	4045340	4764670	2845321	4764670	3	1	5	1	21	1	4764670	36	0	0	6	0 + 7 part	19014307	97.703	1.077	0.00	451.89	33.81	1408639	5032405	1103119	393551	2	5
r10_2bins_v2_3_raw	8	8	8	8	30848199	30848199	30848199	30848199	8	6787718	30848199	4787036	49.48	50.45	4756101	6787718	2990633	6787718	3	1	5	1	18	1	4763481	57	0	0	6	0 + 8 part	25899056	97.663	1.059	0.00	481.13	236.19	1311433	4946715	1104907	397472	2	5
