Assembly	# contigs (>= 5000 bp)	# contigs (>= 10000 bp)	# contigs (>= 25000 bp)	# contigs (>= 50000 bp)	Total length (>= 5000 bp)	Total length (>= 10000 bp)	Total length (>= 25000 bp)	Total length (>= 50000 bp)	# contigs	Largest contig	Total length	Reference length	GC (%)	Reference GC (%)	N50	NG50	N75	NG75	L50	LG50	L75	LG75	# misassemblies	# misassembled contigs	Misassembled contigs length	# local misassemblies	# scaffold gap ext. mis.	# scaffold gap loc. mis.	# unaligned mis. contigs	# unaligned contigs	Unaligned length	Genome fraction (%)	Duplication ratio	# N's per 100 kbp	# mismatches per 100 kbp	# indels per 100 kbp	Largest alignment	Total aligned length	NGA50	NGA75	LGA50	LGA75
r10_2bins_2_r2_medaka	7	7	7	7	24062184	24062184	24062184	24062184	7	4765389	24062184	2820294	44.80	37.44	4045591	4765389	2845431	4765389	3	1	5	1	1	1	2845431	16	0	0	6	0 + 6 part	21083055	99.954	1.057	0.00	254.79	14.30	2390859	2973700	2390859	2390859	1	1
r10_2bins_2_racon_r1	7	7	7	7	24061558	24061558	24061558	24061558	7	4765359	24061558	2820294	44.79	37.44	4045221	4765359	2845286	4765359	3	1	5	1	1	1	2845286	16	0	0	6	0 + 6 part	21088330	99.954	1.055	0.00	234.74	21.86	2390752	2967801	2390752	2390752	1	1
r10_2bins_2_racon_r2	7	7	7	7	24055354	24055354	24055354	24055354	7	4764750	24055354	2820294	44.79	37.44	4045309	4764750	2845339	4764750	3	1	5	1	1	1	2845339	16	0	0	6	0 + 6 part	21081943	99.954	1.055	0.00	234.60	20.22	2390774	2967983	2390774	2390774	1	1
r10_2bins_2_raw	7	7	7	7	24061981	24061981	24061981	24061981	7	4763884	24061981	2820294	44.77	37.44	4043006	4763884	2843857	4763884	3	1	5	1	1	1	2843857	20	0	0	6	0 + 7 part	21152966	99.949	1.032	0.00	148.81	126.53	2387805	2907284	2387805	2387805	1	1
r10_2bins_3_MP	7	7	7	7	24074822	24074822	24074822	24074822	7	4765404	24074822	2820294	44.80	37.44	4045604	4765404	2845426	4765404	3	1	5	1	1	1	2845426	16	0	0	6	0 + 6 part	21098045	99.954	1.056	0.00	247.87	15.51	2390860	2971348	2390860	2390860	1	1
r10_2bins_3_MP_helen	7	7	7	7	24070715	24070715	24070715	24070715	7	4765326	24070715	2820294	44.80	37.44	4045624	4765326	2845369	4765326	3	1	5	1	1	1	2845369	16	0	0	6	0 + 6 part	21092443	99.954	1.057	0.00	252.05	15.75	2390839	2972867	2390839	2390839	1	1
r10_2bins_3_r1_medaka	7	7	7	7	24072827	24072827	24072827	24072827	7	4765369	24072827	2820294	44.80	37.44	4045591	4765369	2845430	4765369	3	1	5	1	1	1	2845430	16	0	0	6	0 + 6 part	21094294	99.954	1.057	0.00	251.95	14.30	2390858	2973104	2390858	2390858	1	1
r10_2bins_3_r2_medaka	7	7	7	7	24063225	24063225	24063225	24063225	7	4765362	24063225	2820294	44.80	37.44	4045594	4765362	2845431	4765362	3	1	5	1	1	1	2845431	16	0	0	6	0 + 6 part	21086667	99.954	1.056	0.00	245.95	13.70	2390859	2971129	2390859	2390859	1	1
r10_2bins_3_racon_r1	7	7	7	7	24060618	24060618	24060618	24060618	7	4764572	24060618	2820294	44.79	37.44	4045221	4764572	2845286	4764572	3	1	5	1	1	1	2845286	16	0	0	6	0 + 6 part	21087551	99.954	1.055	0.00	234.67	21.61	2390752	2967640	2390752	2390752	1	1
r10_2bins_3_racon_r2	7	7	7	7	24054198	24054198	24054198	24054198	7	4764639	24054198	2820294	44.78	37.44	4045286	4764639	2845339	4764639	3	1	5	1	1	1	2845339	16	0	0	6	0 + 6 part	21080142	99.954	1.055	0.00	238.39	20.01	2390774	2968628	2390774	2390774	1	1
r10_2bins_3_raw	7	7	7	7	24061619	24061619	24061619	24061619	7	4763513	24061619	2820294	44.77	37.44	4043031	4763513	2843857	4763513	3	1	5	1	1	1	2843857	20	0	0	6	0 + 7 part	21152518	99.949	1.032	0.00	148.85	126.53	2387805	2907370	2387805	2387805	1	1
