All statistics are based on contigs of size >= 5000 bp, unless otherwise noted (e.g., "# contigs (>= 0 bp)" and "Total length (>= 0 bp)" include all contigs).

Assembly              # contigs (>= 5000 bp)  # contigs (>= 10000 bp)  # contigs (>= 25000 bp)  # contigs (>= 50000 bp)  Total length (>= 5000 bp)  Total length (>= 10000 bp)  Total length (>= 25000 bp)  Total length (>= 50000 bp)  # contigs  Largest contig  Total length  Reference length  GC (%)  Reference GC (%)  N50      NG50     N75      NG75     L50  LG50  L75  LG75  # misassemblies  # misassembled contigs  Misassembled contigs length  # local misassemblies  # scaffold gap ext. mis.  # scaffold gap loc. mis.  # unaligned mis. contigs  # unaligned contigs  Unaligned length  Genome fraction (%)  Duplication ratio  # N's per 100 kbp  # mismatches per 100 kbp  # indels per 100 kbp  Largest alignment  Total aligned length  NGA50   NGA75   LGA50  LGA75
r10_1bin_2_r2_medaka  7                       7                        7                        7                        24061315                   24061315                    24061315                    24061315                    7          4765365         24061315      3985829           44.79   43.82             4045590  4765365  2845431  4765365  3    1     5    1     34               1                       4045590                      13                     0                         0                         6                         0 + 7 part           19963794          99.999               1.028              0.00               97.55                     10.51                 788689             4097023               329466  257051  4      8    
r10_1bin_2_racon_r1   7                       7                        7                        7                        24060258                   24060258                    24060258                    24060258                    7          4764481         24060258      3985829           44.79   43.82             4045220  4764481  2845275  4764481  3    1     5    1     34               1                       4045220                      13                     0                         0                         6                         0 + 7 part           19962985          99.999               1.028              0.00               98.65                     23.21                 788629             4096877               329447  257026  4      8    
r10_1bin_2_racon_r2   7                       7                        7                        7                        24055824                   24055824                    24055824                    24055824                    7          4764611         24055824      3985829           44.78   43.82             4045285  4764611  2845354  4764611  3    1     5    1     34               1                       4045285                      13                     0                         0                         6                         0 + 7 part           19958024          99.999               1.028              0.00               99.30                     21.25                 788626             4097302               329449  257025  4      8    
r10_1bin_2_raw        7                       7                        7                        7                        24061249                   24061249                    24061249                    24061249                    7          4763481         24061249      3985829           44.77   43.82             4043036  4763481  2843858  4763481  3    1     5    1     31               1                       4043036                      17                     0                         0                         5                         0 + 7 part           20000351          99.993               1.019              0.00               87.47                     104.00                788119             4059912               329354  256906  4      8    
r10_1bin_3_MP         7                       7                        7                        7                        24075009                   24075009                    24075009                    24075009                    7          4765870         24075009      3985829           44.80   43.82             4045598  4765870  2845425  4765870  3    1     5    1     34               1                       4045598                      13                     0                         0                         6                         0 + 7 part           19977705          99.999               1.028              0.00               97.12                     11.04                 788689             4096806               329474  257050  4      8    
r10_1bin_3_MP_helen   7                       7                        7                        7                        24068751                   24068751                    24068751                    24068751                    7          4765291         24068751      3985829           44.80   43.82             4045626  4765291  2845364  4765291  3    1     5    1     34               1                       4045626                      13                     0                         0                         6                         0 + 7 part           19973861          99.999               1.027              0.00               93.73                     10.74                 788691             4094392               329468  257052  4      8    
r10_1bin_3_r1_medaka  7                       7                        7                        7                        24072195                   24072195                    24072195                    24072195                    7          4765346         24072195      3985829           44.80   43.82             4045592  4765346  2845429  4765346  3    1     5    1     34               1                       4045592                      13                     0                         0                         6                         0 + 7 part           19974462          99.999               1.028              0.00               98.85                     10.64                 788691             4097289               329466  257051  4      8    
r10_1bin_3_r2_medaka  7                       7                        7                        7                        24065063                   24065063                    24065063                    24065063                    7          4765353         24065063      3985829           44.80   43.82             4045592  4765353  2845427  4765353  3    1     5    1     34               1                       4045592                      13                     0                         0                         6                         0 + 7 part           19968421          99.999               1.028              0.00               95.74                     10.24                 788689             4096090               329465  257051  4      8    
r10_1bin_3_racon_r1   7                       7                        7                        7                        24060094                   24060094                    24060094                    24060094                    7          4764528         24060094      3985829           44.78   43.82             4045212  4764528  2845297  4764528  3    1     5    1     34               1                       4045212                      13                     0                         0                         6                         0 + 7 part           19962187          99.999               1.028              0.00               99.55                     23.51                 788632             4097355               329437  257025  4      8    
r10_1bin_3_racon_r2   7                       7                        7                        7                        24056380                   24056380                    24056380                    24056380                    7          4764900         24056380      3985829           44.78   43.82             4045306  4764900  2845324  4764900  3    1     5    1     34               1                       4045306                      13                     0                         0                         6                         0 + 7 part           19958630          99.999               1.028              0.00               99.10                     21.10                 788621             4097252               329443  257019  4      8    
r10_1bin_3_raw        6                       6                        6                        6                        19305589                   19305589                    19305589                    19305589                    6          4763766         19305589      3985829           42.96   43.82             2990669  4763766  2843845  4763766  3    1     4    1     31               1                       4043032                      17                     0                         0                         4                         0 + 6 part           15246396          99.993               1.018              0.00               85.46                     104.40                788119             4058202               329354  256906  4      8    
