S1	E1	S2	E2	Reference	Contig	IDY	Ambiguous	Best_group
124755	125486	2	733	sa_ill_sa_contig10	contig_98	93.31		True
1	43683	1312374	1355905	sa_ill_sa_contig18	contig_98	99.38		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	588	1356438	1355906	sa_ill_sa_contig63	contig_98	99.07		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	142808	1356439	1499366	sa_ill_sa_contig6	contig_98	99.8		True
fake: not a misassembly [fragmentation of reference genome]
1	21042	1499520	1520569	sa_ill_sa_contig31	contig_98	99.9		True
translocation
98057	98213	1520570	1520726	sa_ill_sa_contig11	contig_98	98.58		True
local misassembly
98340	98561	1520727	1520948	sa_ill_sa_contig11	contig_98	98.02		True
indel: indel (> 5bp) [fragmentation of reference genome]
43758	70357	1547554	1520949	sa_ill_sa_contig12	contig_98	99.27		True
local misassembly
46	44268	1591788	1547555	sa_ill_sa_contig12	contig_98	99.67		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	50706	1591789	1642505	sa_ill_sa_contig17	contig_98	99.86		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	5049	1642506	1647502	sa_ill_sa_contig39	contig_98	99.94		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	14362	1647503	1661872	sa_ill_sa_contig33	contig_98	99.79		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	766	1662584	1661873	sa_ill_sa_contig55	contig_98	99.88		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	6686	1669274	1662585	sa_ill_sa_contig37	contig_98	99.87		True
fake: not a misassembly [fragmentation of reference genome]
1	2840	1669300	1672138	sa_ill_sa_contig44	contig_98	99.58		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	1576	1673712	1672139	sa_ill_sa_contig47	contig_98	99.75		True
fake: not a misassembly [fragmentation of reference genome]
1	41074	1714837	1673739	sa_ill_sa_contig20	contig_98	99.84		True
translocation
1	1649	1716487	1714838	sa_ill_sa_contig8	contig_98	99.65		True
fake: not a misassembly [fragmentation of reference genome]
203	3323	1719998	1716875	sa_ill_sa_contig41	contig_98	99.71		True
translocation
38161	38352	1720281	1720091	sa_ill_sa_contig23	contig_98	95.31		True
local misassembly
38187	38352	1720534	1720369	sa_ill_sa_contig23	contig_98	98.8		True
local misassembly
1	38352	1759001	1720627	sa_ill_sa_contig23	contig_98	99.85		True
fake: not a misassembly [fragmentation of reference genome]
688	925	1759394	1759142	sa_ill_sa_contig51	contig_98	94.07		True
translocation
1	1703	1761089	1759408	sa_ill_sa_contig8	contig_98	95.92		True
fake: not a misassembly [fragmentation of reference genome]
1	3323	1764745	1761419	sa_ill_sa_contig41	contig_98	99.64		True
translocation
1	1604	1766346	1764746	sa_ill_sa_contig8	contig_98	99.65		True
fake: not a misassembly [fragmentation of reference genome]
203	3323	1769766	1766643	sa_ill_sa_contig41	contig_98	99.68		True
translocation
55995	56123	1770070	1769943	sa_ill_sa_contig15	contig_98	98.45		True
local misassembly
1	56123	1826258	1770218	sa_ill_sa_contig15	contig_98	99.62		True
indel: indel (<= 5bp) [fragmentation of reference genome]
4	718	1826259	1826974	sa_ill_sa_contig58	contig_98	99.87		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	3261	1830238	1826975	sa_ill_sa_contig42	contig_98	99.85		True
fake: not a misassembly [fragmentation of reference genome]
1	211909	1830438	2042427	sa_ill_sa_contig2	contig_98	99.86		True
indel: indel (> 5bp) [fragmentation of reference genome]
55	207093	2042428	2249459	sa_ill_sa_contig3	contig_98	99.78		True
fake: not a misassembly [fragmentation of reference genome]
1	78138	2249472	2327531	sa_ill_sa_contig7	contig_98	99.69		True
local misassembly
78271	134302	2327532	2383559	sa_ill_sa_contig7	contig_98	99.8		True
fake: not a misassembly [fragmentation of reference genome]
21	50729	2434358	2383622	sa_ill_sa_contig16	contig_98	99.81		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	177172	2611597	2434359	sa_ill_sa_contig4	contig_98	99.83		True
fake: not a misassembly [fragmentation of reference genome]
1	41771	2611786	2653586	sa_ill_sa_contig19	contig_98	99.87		True
indel: indel (> 5bp) [fragmentation of reference genome]
63108	66060	2656544	2653587	sa_ill_sa_contig13	contig_98	99.37		True
local misassembly
188	63338	2719739	2656545	sa_ill_sa_contig13	contig_98	99.76		True
CONTIG	contig_98	2719739	misassembled
492	565	1501587	1501660	sa_ill_sa_contig51	contig_84	93.24		True
unknown
589	679	1501661	1501751	sa_ill_sa_contig51	contig_84	90.11		True
unknown
691	765	1501759	1501833	sa_ill_sa_contig51	contig_84	97.33		True
unknown
788	861	1501841	1501914	sa_ill_sa_contig51	contig_84	97.3		True
unknown
497	3301	1502972	1505778	sa_ill_sa_contig41	contig_84	90.0		True
unknown
35	1591	1505950	1507504	sa_ill_sa_contig8	contig_84	91.96		True
unknown
35	1591	2581427	2579873	sa_ill_sa_contig8	contig_84	92.03		True
unknown
2615	2916	2582463	2582162	sa_ill_sa_contig41	contig_84	93.38		True
unknown
1867	2316	2583212	2582763	sa_ill_sa_contig41	contig_84	90.89		True
unknown
497	1540	2584582	2583539	sa_ill_sa_contig41	contig_84	94.25		True
unknown
35	1591	2602039	2600485	sa_ill_sa_contig8	contig_84	91.96		True
unknown
497	3301	2605194	2602388	sa_ill_sa_contig41	contig_84	90.0		True
unknown
35	1591	2662373	2660819	sa_ill_sa_contig8	contig_84	92.03		True
unknown
497	3301	2665351	2662545	sa_ill_sa_contig41	contig_84	90.0		True
unknown
35	1591	2668296	2666742	sa_ill_sa_contig8	contig_84	92.03		True
unknown
497	3301	2671274	2668468	sa_ill_sa_contig41	contig_84	90.0		True
unknown
35	1591	2732838	2731284	sa_ill_sa_contig8	contig_84	91.9		True
unknown
2615	2916	2733697	2733396	sa_ill_sa_contig41	contig_84	93.38		True
unknown
1867	2316	2734446	2733997	sa_ill_sa_contig41	contig_84	90.89		True
unknown
497	1540	2735816	2734773	sa_ill_sa_contig41	contig_84	94.25		True
unknown
35	1591	2738451	2736897	sa_ill_sa_contig8	contig_84	91.9		True
unknown
497	3301	2741429	2738623	sa_ill_sa_contig41	contig_84	90.0		True
unknown
35	1591	2743452	2741898	sa_ill_sa_contig8	contig_84	91.9		True
unknown
2615	2916	2744311	2744010	sa_ill_sa_contig41	contig_84	93.38		True
unknown
1867	2316	2745060	2744611	sa_ill_sa_contig41	contig_84	90.67		True
unknown
497	1540	2746430	2745387	sa_ill_sa_contig41	contig_84	94.25		True
unknown
35	1591	3196916	3195362	sa_ill_sa_contig8	contig_84	92.03		True
unknown
2615	2916	3197775	3197474	sa_ill_sa_contig41	contig_84	93.38		True
unknown
1867	2316	3198524	3198075	sa_ill_sa_contig41	contig_84	90.89		True
unknown
497	1540	3199894	3198851	sa_ill_sa_contig41	contig_84	94.16		True
unknown
35	1591	3489681	3488127	sa_ill_sa_contig8	contig_84	92.03		True
unknown
2615	2916	3490540	3490239	sa_ill_sa_contig41	contig_84	93.38		True
unknown
1867	2316	3491289	3490840	sa_ill_sa_contig41	contig_84	90.89		True
unknown
497	1540	3492659	3491616	sa_ill_sa_contig41	contig_84	94.25		True
unknown
CONTIG	contig_84	4045598	mis_unaligned
497	577	286084	286164	sa_ill_sa_contig41	contig_82	92.59		True
unknown
589	1151	286176	286738	sa_ill_sa_contig41	contig_82	93.25		True
unknown
1158	1540	286745	287127	sa_ill_sa_contig41	contig_82	94.78		True
unknown
1559	1639	287147	287227	sa_ill_sa_contig41	contig_82	97.53		True
unknown
1871	2057	287457	287643	sa_ill_sa_contig41	contig_82	90.37		True
unknown
2099	2316	287690	287907	sa_ill_sa_contig41	contig_82	91.74		True
unknown
2614	2917	288207	288510	sa_ill_sa_contig41	contig_82	93.09		True
unknown
2985	3136	288579	288730	sa_ill_sa_contig41	contig_82	92.11		True
unknown
38	1590	289146	290696	sa_ill_sa_contig8	contig_82	90.88		True
unknown
497	577	292103	292183	sa_ill_sa_contig41	contig_82	92.59		True
unknown
589	1151	292195	292757	sa_ill_sa_contig41	contig_82	93.25		True
unknown
1158	1540	292764	293146	sa_ill_sa_contig41	contig_82	94.78		True
unknown
1559	1639	293166	293246	sa_ill_sa_contig41	contig_82	97.53		True
unknown
1871	2057	293476	293662	sa_ill_sa_contig41	contig_82	90.37		True
unknown
2099	2316	293709	293926	sa_ill_sa_contig41	contig_82	91.74		True
unknown
2614	2917	294226	294529	sa_ill_sa_contig41	contig_82	93.09		True
unknown
2985	3136	294598	294749	sa_ill_sa_contig41	contig_82	92.11		True
unknown
38	1590	295165	296715	sa_ill_sa_contig8	contig_82	90.82		True
unknown
497	577	529654	529734	sa_ill_sa_contig41	contig_82	92.59		True
unknown
589	1151	529746	530308	sa_ill_sa_contig41	contig_82	93.25		True
unknown
1158	1540	530315	530697	sa_ill_sa_contig41	contig_82	94.78		True
unknown
1559	1639	530717	530797	sa_ill_sa_contig41	contig_82	97.53		True
unknown
1871	2057	531027	531213	sa_ill_sa_contig41	contig_82	90.37		True
unknown
2099	2316	531260	531477	sa_ill_sa_contig41	contig_82	91.74		True
unknown
2614	2917	531777	532080	sa_ill_sa_contig41	contig_82	93.09		True
unknown
2985	3136	532149	532300	sa_ill_sa_contig41	contig_82	92.11		True
unknown
38	1590	532967	534517	sa_ill_sa_contig8	contig_82	90.82		True
unknown
20320	20490	581941	582111	sa_ill_sa_contig15	contig_82	90.64		True
unknown
20702	20898	582323	582519	sa_ill_sa_contig15	contig_82	90.86		True
unknown
38	1590	1079306	1077756	sa_ill_sa_contig8	contig_82	90.82		True
unknown
2985	3136	1080124	1079973	sa_ill_sa_contig41	contig_82	92.11		True
unknown
2614	2917	1080496	1080193	sa_ill_sa_contig41	contig_82	93.09		True
unknown
2099	2316	1081013	1080796	sa_ill_sa_contig41	contig_82	91.74		True
unknown
1871	2057	1081246	1081060	sa_ill_sa_contig41	contig_82	90.37		True
unknown
1559	1639	1081556	1081476	sa_ill_sa_contig41	contig_82	97.53		True
unknown
1158	1540	1081958	1081576	sa_ill_sa_contig41	contig_82	94.78		True
unknown
589	1151	1082527	1081965	sa_ill_sa_contig41	contig_82	93.25		True
unknown
497	577	1082619	1082539	sa_ill_sa_contig41	contig_82	92.59		True
unknown
38	1590	1677819	1676269	sa_ill_sa_contig8	contig_82	90.82		True
unknown
2985	3136	1678386	1678235	sa_ill_sa_contig41	contig_82	92.11		True
unknown
2614	2917	1678758	1678455	sa_ill_sa_contig41	contig_82	93.09		True
unknown
2099	2316	1679275	1679058	sa_ill_sa_contig41	contig_82	91.74		True
unknown
1871	2057	1679508	1679322	sa_ill_sa_contig41	contig_82	90.37		True
unknown
1559	1639	1679818	1679738	sa_ill_sa_contig41	contig_82	97.53		True
unknown
1158	1540	1680220	1679838	sa_ill_sa_contig41	contig_82	94.78		True
unknown
589	1151	1680789	1680227	sa_ill_sa_contig41	contig_82	93.25		True
unknown
497	577	1680881	1680801	sa_ill_sa_contig41	contig_82	92.59		True
unknown
38	1590	1782496	1780946	sa_ill_sa_contig8	contig_82	90.82		True
unknown
2985	3136	1783063	1782912	sa_ill_sa_contig41	contig_82	92.11		True
unknown
2614	2917	1783435	1783132	sa_ill_sa_contig41	contig_82	93.09		True
unknown
2099	2316	1783952	1783735	sa_ill_sa_contig41	contig_82	91.74		True
unknown
1871	2057	1784185	1783999	sa_ill_sa_contig41	contig_82	90.37		True
unknown
1559	1639	1784495	1784415	sa_ill_sa_contig41	contig_82	97.53		True
unknown
1158	1540	1784897	1784515	sa_ill_sa_contig41	contig_82	94.78		True
unknown
589	1151	1785466	1784904	sa_ill_sa_contig41	contig_82	93.25		True
unknown
497	577	1785558	1785478	sa_ill_sa_contig41	contig_82	92.59		True
unknown
CONTIG	contig_82	2992084	mis_unaligned
1136	1374	604777	604539	sa_ill_sa_contig8	contig_2	92.47		True
unknown
561	1110	605352	604803	sa_ill_sa_contig8	contig_2	94.73		True
unknown
437	551	605474	605360	sa_ill_sa_contig8	contig_2	96.52		True
unknown
38	431	605873	605480	sa_ill_sa_contig8	contig_2	90.61		True
unknown
3006	3124	606501	606383	sa_ill_sa_contig41	contig_2	96.64		True
unknown
2346	2414	607157	607089	sa_ill_sa_contig41	contig_2	95.65		True
unknown
2102	2316	607401	607187	sa_ill_sa_contig41	contig_2	95.35		True
unknown
1191	1538	608303	607956	sa_ill_sa_contig41	contig_2	95.11		True
unknown
497	1095	608997	608399	sa_ill_sa_contig41	contig_2	94.66		True
unknown
110713	110836	861588	861711	sa_ill_sa_contig1	contig_2	91.94		True
unknown
497	1095	2112692	2113290	sa_ill_sa_contig41	contig_2	94.66		True
unknown
1191	1538	2113386	2113733	sa_ill_sa_contig41	contig_2	95.11		True
unknown
2102	2316	2114288	2114502	sa_ill_sa_contig41	contig_2	95.35		True
unknown
2346	2414	2114532	2114600	sa_ill_sa_contig41	contig_2	95.65		True
unknown
3006	3134	2115188	2115316	sa_ill_sa_contig41	contig_2	93.8		True
unknown
3184	3302	2115365	2115483	sa_ill_sa_contig41	contig_2	94.12		True
unknown
38	431	2115714	2116107	sa_ill_sa_contig8	contig_2	90.61		True
unknown
437	551	2116113	2116227	sa_ill_sa_contig8	contig_2	96.52		True
unknown
561	1110	2116235	2116784	sa_ill_sa_contig8	contig_2	94.73		True
unknown
1136	1374	2116810	2117048	sa_ill_sa_contig8	contig_2	92.47		True
unknown
19874	19965	2171545	2171636	sa_ill_sa_contig15	contig_2	91.3		True
unknown
20204	20310	2171875	2171981	sa_ill_sa_contig15	contig_2	94.39		True
unknown
20351	20466	2172025	2172140	sa_ill_sa_contig15	contig_2	93.1		True
unknown
1136	1374	2387838	2387600	sa_ill_sa_contig8	contig_2	92.47		True
unknown
561	1110	2388413	2387864	sa_ill_sa_contig8	contig_2	94.73		True
unknown
437	551	2388535	2388421	sa_ill_sa_contig8	contig_2	96.52		True
unknown
38	431	2388934	2388541	sa_ill_sa_contig8	contig_2	90.61		True
unknown
3184	3302	2389283	2389165	sa_ill_sa_contig41	contig_2	94.12		True
unknown
3006	3134	2389460	2389332	sa_ill_sa_contig41	contig_2	93.8		True
unknown
2346	2414	2390116	2390048	sa_ill_sa_contig41	contig_2	95.65		True
unknown
2102	2316	2390360	2390146	sa_ill_sa_contig41	contig_2	95.35		True
unknown
1191	1538	2391262	2390915	sa_ill_sa_contig41	contig_2	95.11		True
unknown
497	1095	2391956	2391358	sa_ill_sa_contig41	contig_2	94.66		True
unknown
1136	1374	2830961	2830723	sa_ill_sa_contig8	contig_2	92.47		True
unknown
561	1110	2831536	2830987	sa_ill_sa_contig8	contig_2	94.73		True
unknown
437	551	2831658	2831544	sa_ill_sa_contig8	contig_2	96.52		True
unknown
38	431	2832057	2831664	sa_ill_sa_contig8	contig_2	90.61		True
unknown
3184	3302	2832508	2832390	sa_ill_sa_contig41	contig_2	94.12		True
unknown
3006	3134	2832685	2832557	sa_ill_sa_contig41	contig_2	93.8		True
unknown
2346	2414	2833341	2833273	sa_ill_sa_contig41	contig_2	95.65		True
unknown
2102	2316	2833585	2833371	sa_ill_sa_contig41	contig_2	95.35		True
unknown
1191	1538	2834487	2834140	sa_ill_sa_contig41	contig_2	95.11		True
unknown
497	1095	2835181	2834583	sa_ill_sa_contig41	contig_2	94.66		True
unknown
785	865	2836202	2836122	sa_ill_sa_contig51	contig_2	98.77		True
unknown
691	766	2836286	2836211	sa_ill_sa_contig51	contig_2	96.05		True
unknown
585	666	2836390	2836309	sa_ill_sa_contig51	contig_2	91.46		True
unknown
491	565	2836476	2836402	sa_ill_sa_contig51	contig_2	93.33		True
unknown
CONTIG	contig_2	2845423	mis_unaligned
589	1095	65127	65633	sa_ill_sa_contig41	contig_89	95.66		True
unknown
1150	1543	65688	66081	sa_ill_sa_contig41	contig_89	90.61		True
unknown
2105	2299	66636	66830	sa_ill_sa_contig41	contig_89	93.33		True
unknown
2342	2421	66873	66952	sa_ill_sa_contig41	contig_89	90.0		True
unknown
3008	3122	67542	67656	sa_ill_sa_contig41	contig_89	91.3		True
unknown
471	545	68666	68740	sa_ill_sa_contig8	contig_89	98.67		True
unknown
567	826	68760	69019	sa_ill_sa_contig8	contig_89	91.54		True
unknown
589	1095	142220	142726	sa_ill_sa_contig41	contig_89	95.66		True
unknown
1150	1543	142781	143174	sa_ill_sa_contig41	contig_89	90.61		True
unknown
2105	2299	143729	143923	sa_ill_sa_contig41	contig_89	93.33		True
unknown
2342	2421	143966	144045	sa_ill_sa_contig41	contig_89	91.25		True
unknown
471	545	145566	145640	sa_ill_sa_contig8	contig_89	98.67		True
unknown
567	826	145660	145919	sa_ill_sa_contig8	contig_89	91.54		True
unknown
496	1095	177653	178252	sa_ill_sa_contig41	contig_89	93.33		True
unknown
1150	1543	178307	178700	sa_ill_sa_contig41	contig_89	90.61		True
unknown
2105	2299	179255	179449	sa_ill_sa_contig41	contig_89	93.33		True
unknown
2342	2421	179492	179571	sa_ill_sa_contig41	contig_89	90.0		True
unknown
3008	3122	180161	180275	sa_ill_sa_contig41	contig_89	91.3		True
unknown
471	545	181090	181164	sa_ill_sa_contig8	contig_89	98.67		True
unknown
567	826	181184	181443	sa_ill_sa_contig8	contig_89	91.54		True
unknown
567	826	842890	842631	sa_ill_sa_contig8	contig_89	91.54		True
unknown
471	545	842984	842910	sa_ill_sa_contig8	contig_89	98.67		True
unknown
3008	3122	844108	843994	sa_ill_sa_contig41	contig_89	91.3		True
unknown
2342	2421	844777	844698	sa_ill_sa_contig41	contig_89	90.0		True
unknown
2105	2299	845014	844820	sa_ill_sa_contig41	contig_89	93.33		True
unknown
1150	1543	845962	845569	sa_ill_sa_contig41	contig_89	90.61		True
unknown
589	1095	846523	846017	sa_ill_sa_contig41	contig_89	95.66		True
unknown
496	1095	1656994	1657593	sa_ill_sa_contig41	contig_89	93.33		True
unknown
1150	1543	1657648	1658041	sa_ill_sa_contig41	contig_89	90.61		True
unknown
2105	2299	1658596	1658790	sa_ill_sa_contig41	contig_89	93.33		True
unknown
2342	2421	1658833	1658912	sa_ill_sa_contig41	contig_89	90.0		True
unknown
3008	3122	1659502	1659616	sa_ill_sa_contig41	contig_89	91.3		True
unknown
38	231	1659998	1660191	sa_ill_sa_contig8	contig_89	91.24		True
unknown
471	545	1660441	1660515	sa_ill_sa_contig8	contig_89	98.67		True
unknown
567	826	1660535	1660794	sa_ill_sa_contig8	contig_89	91.54		True
unknown
CONTIG	contig_89	1947346	mis_unaligned
671	900	806962	807191	sa_ill_sa_contig41	contig_91	90.87		True
unknown
1309	1402	807600	807693	sa_ill_sa_contig41	contig_91	96.81		True
unknown
455	542	810331	810418	sa_ill_sa_contig8	contig_91	90.91		True
unknown
590	729	810464	810603	sa_ill_sa_contig8	contig_91	91.43		True
unknown
769	840	810642	810713	sa_ill_sa_contig8	contig_91	95.83		True
unknown
671	900	1473276	1473505	sa_ill_sa_contig41	contig_91	90.87		True
unknown
1309	1402	1473914	1474007	sa_ill_sa_contig41	contig_91	96.81		True
unknown
455	542	1476659	1476746	sa_ill_sa_contig8	contig_91	90.91		True
unknown
590	729	1476792	1476931	sa_ill_sa_contig8	contig_91	91.43		True
unknown
769	840	1476970	1477041	sa_ill_sa_contig8	contig_91	95.83		True
unknown
769	840	1993553	1993482	sa_ill_sa_contig8	contig_91	95.83		True
unknown
590	729	1993731	1993592	sa_ill_sa_contig8	contig_91	91.43		True
unknown
455	542	1993864	1993777	sa_ill_sa_contig8	contig_91	90.91		True
unknown
1309	1402	1996761	1996668	sa_ill_sa_contig41	contig_91	96.81		True
unknown
671	900	1997399	1997170	sa_ill_sa_contig41	contig_91	90.87		True
unknown
769	840	2088636	2088565	sa_ill_sa_contig8	contig_91	95.83		True
unknown
590	729	2088814	2088675	sa_ill_sa_contig8	contig_91	91.43		True
unknown
455	542	2088947	2088860	sa_ill_sa_contig8	contig_91	90.91		True
unknown
1309	1402	2091692	2091599	sa_ill_sa_contig41	contig_91	96.81		True
unknown
671	900	2092330	2092101	sa_ill_sa_contig41	contig_91	90.87		True
unknown
769	840	2243878	2243807	sa_ill_sa_contig8	contig_91	95.83		True
unknown
590	729	2244056	2243917	sa_ill_sa_contig8	contig_91	91.43		True
unknown
455	542	2244189	2244102	sa_ill_sa_contig8	contig_91	90.91		True
unknown
1309	1402	2247092	2246999	sa_ill_sa_contig41	contig_91	96.81		True
unknown
671	900	2247729	2247500	sa_ill_sa_contig41	contig_91	90.87		True
unknown
769	840	2286791	2286720	sa_ill_sa_contig8	contig_91	95.83		True
unknown
590	729	2286969	2286830	sa_ill_sa_contig8	contig_91	91.43		True
unknown
455	542	2287102	2287015	sa_ill_sa_contig8	contig_91	90.91		True
unknown
1309	1402	2289847	2289754	sa_ill_sa_contig41	contig_91	96.81		True
unknown
671	900	2290485	2290256	sa_ill_sa_contig41	contig_91	90.87		True
unknown
769	840	3036361	3036290	sa_ill_sa_contig8	contig_91	95.83		True
unknown
590	729	3036539	3036400	sa_ill_sa_contig8	contig_91	91.43		True
unknown
455	542	3036672	3036585	sa_ill_sa_contig8	contig_91	90.91		True
unknown
1309	1402	3039675	3039582	sa_ill_sa_contig41	contig_91	96.81		True
unknown
671	900	3040313	3040084	sa_ill_sa_contig41	contig_91	90.87		True
unknown
CONTIG	contig_91	4758934	mis_unaligned
671	900	304116	304345	sa_ill_sa_contig41	contig_92	90.87		True
unknown
1309	1402	304753	304846	sa_ill_sa_contig41	contig_92	96.81		True
unknown
455	542	307572	307659	sa_ill_sa_contig8	contig_92	90.91		True
unknown
590	709	307705	307824	sa_ill_sa_contig8	contig_92	93.33		True
unknown
769	841	307883	307955	sa_ill_sa_contig8	contig_92	95.89		True
unknown
671	900	1012445	1012674	sa_ill_sa_contig41	contig_92	90.87		True
unknown
1309	1402	1013083	1013176	sa_ill_sa_contig41	contig_92	96.81		True
unknown
455	542	1015909	1015996	sa_ill_sa_contig8	contig_92	90.91		True
unknown
590	709	1016042	1016161	sa_ill_sa_contig8	contig_92	93.33		True
unknown
769	841	1016220	1016292	sa_ill_sa_contig8	contig_92	95.89		True
unknown
769	841	1556859	1556787	sa_ill_sa_contig8	contig_92	95.89		True
unknown
590	709	1557037	1556918	sa_ill_sa_contig8	contig_92	93.33		True
unknown
455	542	1557170	1557083	sa_ill_sa_contig8	contig_92	90.91		True
unknown
1309	1402	1559913	1559820	sa_ill_sa_contig41	contig_92	96.81		True
unknown
671	900	1560551	1560322	sa_ill_sa_contig41	contig_92	90.87		True
unknown
769	841	1650478	1650406	sa_ill_sa_contig8	contig_92	95.89		True
unknown
590	709	1650656	1650537	sa_ill_sa_contig8	contig_92	93.33		True
unknown
455	542	1650789	1650702	sa_ill_sa_contig8	contig_92	90.91		True
unknown
1309	1402	1653625	1653532	sa_ill_sa_contig41	contig_92	96.81		True
unknown
671	900	1654263	1654034	sa_ill_sa_contig41	contig_92	90.87		True
unknown
769	841	1781605	1781533	sa_ill_sa_contig8	contig_92	95.89		True
unknown
590	709	1781783	1781664	sa_ill_sa_contig8	contig_92	93.33		True
unknown
