S1	E1	S2	E2	Reference	Contig	IDY	Ambiguous	Best_group
124755	125486	3	734	sa_ill_sa_contig10	contig_100	93.31		True
98057	98213	1520517	1520673	sa_ill_sa_contig11	contig_100	98.58		True
local misassembly
98340	98561	1520674	1520895	sa_ill_sa_contig11	contig_100	98.08		True
indel: indel (> 5bp) [fragmentation of reference genome]
43758	70357	1547493	1520896	sa_ill_sa_contig12	contig_100	99.3		True
local misassembly
46	44268	1591730	1547494	sa_ill_sa_contig12	contig_100	99.67		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	50706	1591731	1642451	sa_ill_sa_contig17	contig_100	99.86		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	5049	1642452	1647448	sa_ill_sa_contig39	contig_100	99.94		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	14362	1647449	1661810	sa_ill_sa_contig33	contig_100	99.86		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	766	1662522	1661811	sa_ill_sa_contig55	contig_100	99.88		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	6686	1669214	1662523	sa_ill_sa_contig37	contig_100	99.84		True
fake: not a misassembly [fragmentation of reference genome]
1	2840	1669241	1672081	sa_ill_sa_contig44	contig_100	99.58		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	1576	1673656	1672082	sa_ill_sa_contig47	contig_100	99.94		True
fake: not a misassembly [fragmentation of reference genome]
1	41074	1714775	1673683	sa_ill_sa_contig20	contig_100	99.84		True
translocation
1	1649	1716424	1714776	sa_ill_sa_contig8	contig_100	99.77		True
fake: not a misassembly [fragmentation of reference genome]
203	3323	1719933	1716812	sa_ill_sa_contig41	contig_100	99.71		True
translocation
38161	38352	1720216	1720026	sa_ill_sa_contig23	contig_100	95.31		True
local misassembly
38187	38352	1720469	1720304	sa_ill_sa_contig23	contig_100	98.8		True
local misassembly
1	38352	1758936	1720562	sa_ill_sa_contig23	contig_100	99.85		True
fake: not a misassembly [fragmentation of reference genome]
688	925	1759328	1759076	sa_ill_sa_contig51	contig_100	94.07		True
translocation
1	1703	1761042	1759342	sa_ill_sa_contig8	contig_100	99.77		True
fake: not a misassembly [fragmentation of reference genome]
1	3323	1764696	1761372	sa_ill_sa_contig41	contig_100	99.76		True
translocation
1	1604	1766300	1764697	sa_ill_sa_contig8	contig_100	99.82		True
fake: not a misassembly [fragmentation of reference genome]
203	3323	1769720	1766597	sa_ill_sa_contig41	contig_100	99.71		True
translocation
55995	56123	1770024	1769897	sa_ill_sa_contig15	contig_100	98.45		True
local misassembly
1	56123	1826199	1770172	sa_ill_sa_contig15	contig_100	99.6		True
indel: indel (<= 5bp) [fragmentation of reference genome]
4	718	1826200	1826915	sa_ill_sa_contig58	contig_100	99.87		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	3261	1830179	1826916	sa_ill_sa_contig42	contig_100	99.82		True
fake: not a misassembly [fragmentation of reference genome]
1	211909	1830380	2042359	sa_ill_sa_contig2	contig_100	99.86		True
indel: indel (> 5bp) [fragmentation of reference genome]
55	207093	2042360	2249314	sa_ill_sa_contig3	contig_100	99.77		True
fake: not a misassembly [fragmentation of reference genome]
1	78138	2249327	2327374	sa_ill_sa_contig7	contig_100	99.67		True
local misassembly
78271	134302	2327375	2383418	sa_ill_sa_contig7	contig_100	99.8		True
fake: not a misassembly [fragmentation of reference genome]
21	50729	2434223	2383481	sa_ill_sa_contig16	contig_100	99.82		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	177172	2611479	2434224	sa_ill_sa_contig4	contig_100	99.83		True
fake: not a misassembly [fragmentation of reference genome]
1	41771	2611668	2653471	sa_ill_sa_contig19	contig_100	99.88		True
indel: indel (> 5bp) [fragmentation of reference genome]
63108	66060	2656428	2653472	sa_ill_sa_contig13	contig_100	99.41		True
local misassembly
188	63338	2719591	2656429	sa_ill_sa_contig13	contig_100	99.75		True
CONTIG	contig_100	2719591	misassembled
492	565	1501588	1501661	sa_ill_sa_contig51	contig_24	93.24		True
unknown
589	679	1501662	1501752	sa_ill_sa_contig51	contig_24	90.11		True
unknown
691	765	1501760	1501834	sa_ill_sa_contig51	contig_24	97.33		True
unknown
788	861	1501842	1501915	sa_ill_sa_contig51	contig_24	97.3		True
unknown
497	3301	1502973	1505779	sa_ill_sa_contig41	contig_24	90.0		True
unknown
35	1591	1505951	1507505	sa_ill_sa_contig8	contig_24	91.84		True
unknown
35	1591	2581416	2579866	sa_ill_sa_contig8	contig_24	91.84		True
unknown
2615	2916	2582452	2582151	sa_ill_sa_contig41	contig_24	93.38		True
unknown
1867	2316	2583201	2582752	sa_ill_sa_contig41	contig_24	90.89		True
unknown
497	1540	2584571	2583528	sa_ill_sa_contig41	contig_24	94.25		True
unknown
35	1591	2602028	2600474	sa_ill_sa_contig8	contig_24	91.96		True
unknown
497	3301	2605183	2602377	sa_ill_sa_contig41	contig_24	90.0		True
unknown
35	1591	2662362	2660808	sa_ill_sa_contig8	contig_24	92.03		True
unknown
497	3301	2665340	2662534	sa_ill_sa_contig41	contig_24	90.0		True
unknown
35	1591	2668285	2666731	sa_ill_sa_contig8	contig_24	92.03		True
unknown
497	3301	2671263	2668457	sa_ill_sa_contig41	contig_24	90.0		True
unknown
35	1591	2732827	2731273	sa_ill_sa_contig8	contig_24	91.9		True
unknown
2615	2916	2733686	2733385	sa_ill_sa_contig41	contig_24	93.38		True
unknown
1867	2316	2734435	2733986	sa_ill_sa_contig41	contig_24	90.89		True
unknown
497	1540	2735805	2734762	sa_ill_sa_contig41	contig_24	94.25		True
unknown
35	1591	2738440	2736886	sa_ill_sa_contig8	contig_24	91.9		True
unknown
497	3301	2741418	2738612	sa_ill_sa_contig41	contig_24	90.0		True
unknown
35	1591	2743441	2741887	sa_ill_sa_contig8	contig_24	91.9		True
unknown
2615	2916	2744300	2743999	sa_ill_sa_contig41	contig_24	93.38		True
unknown
1867	2316	2745049	2744600	sa_ill_sa_contig41	contig_24	90.67		True
unknown
497	1540	2746419	2745376	sa_ill_sa_contig41	contig_24	94.25		True
unknown
35	1591	3196913	3195359	sa_ill_sa_contig8	contig_24	92.03		True
unknown
2615	2916	3197772	3197471	sa_ill_sa_contig41	contig_24	93.38		True
unknown
1867	2316	3198521	3198072	sa_ill_sa_contig41	contig_24	90.89		True
unknown
497	1540	3199891	3198848	sa_ill_sa_contig41	contig_24	94.16		True
unknown
35	1591	3489678	3488124	sa_ill_sa_contig8	contig_24	92.03		True
unknown
2615	2916	3490537	3490236	sa_ill_sa_contig41	contig_24	93.38		True
unknown
1867	2316	3491286	3490837	sa_ill_sa_contig41	contig_24	90.89		True
unknown
497	1540	3492656	3491613	sa_ill_sa_contig41	contig_24	94.25		True
unknown
CONTIG	contig_24	4045594	mis_unaligned
497	1095	1	599	sa_ill_sa_contig41	contig_125	94.66		True
unknown
1191	1538	695	1042	sa_ill_sa_contig41	contig_125	95.11		True
unknown
2102	2316	1597	1811	sa_ill_sa_contig41	contig_125	95.35		True
unknown
2346	2414	1841	1909	sa_ill_sa_contig41	contig_125	95.65		True
unknown
3006	3134	2497	2625	sa_ill_sa_contig41	contig_125	93.8		True
unknown
3184	3302	2674	2792	sa_ill_sa_contig41	contig_125	94.12		True
unknown
38	431	3023	3416	sa_ill_sa_contig8	contig_125	90.61		True
unknown
437	551	3422	3536	sa_ill_sa_contig8	contig_125	96.52		True
unknown
561	1110	3544	4093	sa_ill_sa_contig8	contig_125	94.73		True
unknown
1136	1374	4119	4357	sa_ill_sa_contig8	contig_125	92.47		True
unknown
19874	19965	58854	58945	sa_ill_sa_contig15	contig_125	91.3		True
unknown
20204	20310	59184	59290	sa_ill_sa_contig15	contig_125	94.39		True
unknown
20351	20466	59334	59449	sa_ill_sa_contig15	contig_125	93.1		True
unknown
1136	1374	275147	274909	sa_ill_sa_contig8	contig_125	92.47		True
unknown
561	1110	275722	275173	sa_ill_sa_contig8	contig_125	94.73		True
unknown
437	551	275844	275730	sa_ill_sa_contig8	contig_125	96.52		True
unknown
38	431	276243	275850	sa_ill_sa_contig8	contig_125	90.61		True
unknown
3184	3302	276592	276474	sa_ill_sa_contig41	contig_125	94.12		True
unknown
3006	3134	276769	276641	sa_ill_sa_contig41	contig_125	93.8		True
unknown
2346	2414	277425	277357	sa_ill_sa_contig41	contig_125	95.65		True
unknown
2102	2316	277669	277455	sa_ill_sa_contig41	contig_125	95.35		True
unknown
1191	1538	278571	278224	sa_ill_sa_contig41	contig_125	95.11		True
unknown
497	1095	279265	278667	sa_ill_sa_contig41	contig_125	94.66		True
unknown
1136	1374	718270	718032	sa_ill_sa_contig8	contig_125	92.47		True
unknown
561	1110	718845	718296	sa_ill_sa_contig8	contig_125	94.73		True
unknown
437	551	718967	718853	sa_ill_sa_contig8	contig_125	96.52		True
unknown
38	431	719366	718973	sa_ill_sa_contig8	contig_125	90.61		True
unknown
3184	3302	719817	719699	sa_ill_sa_contig41	contig_125	94.12		True
unknown
3006	3134	719994	719866	sa_ill_sa_contig41	contig_125	93.8		True
unknown
2346	2414	720650	720582	sa_ill_sa_contig41	contig_125	95.65		True
unknown
2102	2316	720894	720680	sa_ill_sa_contig41	contig_125	95.35		True
unknown
1191	1538	721796	721449	sa_ill_sa_contig41	contig_125	95.11		True
unknown
497	1095	722490	721892	sa_ill_sa_contig41	contig_125	94.66		True
unknown
785	865	723511	723431	sa_ill_sa_contig51	contig_125	98.77		True
unknown
691	766	723595	723520	sa_ill_sa_contig51	contig_125	96.05		True
unknown
585	666	723699	723618	sa_ill_sa_contig51	contig_125	91.46		True
unknown
491	565	723785	723711	sa_ill_sa_contig51	contig_125	93.33		True
unknown
1136	1374	1337509	1337271	sa_ill_sa_contig8	contig_125	92.47		True
unknown
561	1110	1338084	1337535	sa_ill_sa_contig8	contig_125	94.73		True
unknown
437	551	1338206	1338092	sa_ill_sa_contig8	contig_125	96.52		True
unknown
38	431	1338605	1338212	sa_ill_sa_contig8	contig_125	90.61		True
unknown
3006	3124	1339233	1339115	sa_ill_sa_contig41	contig_125	96.64		True
unknown
2346	2414	1339889	1339821	sa_ill_sa_contig41	contig_125	95.65		True
unknown
2102	2316	1340133	1339919	sa_ill_sa_contig41	contig_125	95.35		True
unknown
1191	1538	1341035	1340688	sa_ill_sa_contig41	contig_125	95.11		True
unknown
497	1095	1341729	1341131	sa_ill_sa_contig41	contig_125	94.66		True
unknown
CONTIG	contig_125	2845421	mis_unaligned
671	900	150916	151145	sa_ill_sa_contig41	contig_2	90.87		True
unknown
1309	1402	151554	151647	sa_ill_sa_contig41	contig_2	96.81		True
unknown
455	542	154297	154384	sa_ill_sa_contig8	contig_2	90.91		True
unknown
590	709	154430	154549	sa_ill_sa_contig8	contig_2	93.33		True
unknown
769	841	154608	154680	sa_ill_sa_contig8	contig_2	95.89		True
unknown
671	900	192320	192549	sa_ill_sa_contig41	contig_2	90.87		True
unknown
1309	1402	192958	193051	sa_ill_sa_contig41	contig_2	96.81		True
unknown
455	542	195701	195788	sa_ill_sa_contig8	contig_2	90.91		True
unknown
590	709	195834	195953	sa_ill_sa_contig8	contig_2	93.33		True
unknown
769	841	196012	196084	sa_ill_sa_contig8	contig_2	95.89		True
unknown
671	900	323355	323584	sa_ill_sa_contig41	contig_2	90.87		True
unknown
1309	1402	323993	324086	sa_ill_sa_contig41	contig_2	96.81		True
unknown
455	542	326829	326916	sa_ill_sa_contig8	contig_2	90.91		True
unknown
590	709	326962	327081	sa_ill_sa_contig8	contig_2	93.33		True
unknown
769	841	327140	327212	sa_ill_sa_contig8	contig_2	95.89		True
unknown
671	900	417068	417297	sa_ill_sa_contig41	contig_2	90.87		True
unknown
1309	1402	417706	417799	sa_ill_sa_contig41	contig_2	96.81		True
unknown
455	542	420449	420536	sa_ill_sa_contig8	contig_2	90.91		True
unknown
590	709	420582	420701	sa_ill_sa_contig8	contig_2	93.33		True
unknown
769	841	420760	420832	sa_ill_sa_contig8	contig_2	95.89		True
unknown
769	841	961405	961333	sa_ill_sa_contig8	contig_2	95.89		True
unknown
590	709	961583	961464	sa_ill_sa_contig8	contig_2	93.33		True
unknown
455	542	961716	961629	sa_ill_sa_contig8	contig_2	90.91		True
unknown
1309	1402	964542	964449	sa_ill_sa_contig41	contig_2	96.81		True
unknown
671	900	965180	964951	sa_ill_sa_contig41	contig_2	90.87		True
unknown
769	841	1669756	1669684	sa_ill_sa_contig8	contig_2	95.89		True
unknown
590	709	1669934	1669815	sa_ill_sa_contig8	contig_2	93.33		True
unknown
455	542	1670067	1669980	sa_ill_sa_contig8	contig_2	90.91		True
unknown
1309	1402	1672886	1672793	sa_ill_sa_contig41	contig_2	96.81		True
unknown
671	900	1673523	1673294	sa_ill_sa_contig41	contig_2	90.87		True
unknown
455	542	4271851	4271938	sa_ill_sa_contig8	contig_2	90.91		True
unknown
590	709	4271984	4272103	sa_ill_sa_contig8	contig_2	93.33		True
unknown
769	841	4272162	4272234	sa_ill_sa_contig8	contig_2	95.89		True
unknown
CONTIG	contig_2	4765884	mis_unaligned
497	577	286084	286164	sa_ill_sa_contig41	contig_22	92.59		True
unknown
589	1151	286176	286738	sa_ill_sa_contig41	contig_22	93.25		True
unknown
1158	1540	286745	287127	sa_ill_sa_contig41	contig_22	94.78		True
unknown
1559	1639	287147	287227	sa_ill_sa_contig41	contig_22	97.53		True
unknown
1871	2057	287457	287643	sa_ill_sa_contig41	contig_22	90.37		True
unknown
2099	2316	287690	287907	sa_ill_sa_contig41	contig_22	91.74		True
unknown
2614	2917	288207	288510	sa_ill_sa_contig41	contig_22	93.09		True
unknown
2985	3136	288579	288730	sa_ill_sa_contig41	contig_22	92.11		True
unknown
38	1590	289146	290696	sa_ill_sa_contig8	contig_22	90.88		True
unknown
497	577	292103	292183	sa_ill_sa_contig41	contig_22	92.59		True
unknown
589	1151	292195	292757	sa_ill_sa_contig41	contig_22	93.25		True
unknown
1158	1540	292764	293146	sa_ill_sa_contig41	contig_22	94.78		True
unknown
1559	1639	293166	293246	sa_ill_sa_contig41	contig_22	97.53		True
unknown
1871	2057	293476	293662	sa_ill_sa_contig41	contig_22	90.37		True
unknown
2099	2316	293709	293926	sa_ill_sa_contig41	contig_22	91.74		True
unknown
2614	2917	294226	294529	sa_ill_sa_contig41	contig_22	93.09		True
unknown
2985	3136	294598	294749	sa_ill_sa_contig41	contig_22	92.11		True
unknown
38	1590	295165	296715	sa_ill_sa_contig8	contig_22	90.82		True
unknown
497	577	529654	529734	sa_ill_sa_contig41	contig_22	92.59		True
unknown
589	1151	529746	530308	sa_ill_sa_contig41	contig_22	93.25		True
unknown
1158	1540	530315	530697	sa_ill_sa_contig41	contig_22	94.78		True
unknown
1559	1639	530717	530797	sa_ill_sa_contig41	contig_22	97.53		True
unknown
1871	2057	531027	531213	sa_ill_sa_contig41	contig_22	90.37		True
unknown
2099	2316	531260	531477	sa_ill_sa_contig41	contig_22	91.74		True
unknown
2614	2917	531777	532080	sa_ill_sa_contig41	contig_22	93.09		True
unknown
2985	3136	532149	532300	sa_ill_sa_contig41	contig_22	92.11		True
unknown
38	1590	532967	534517	sa_ill_sa_contig8	contig_22	90.82		True
unknown
20320	20490	581941	582111	sa_ill_sa_contig15	contig_22	90.64		True
unknown
20702	20898	582323	582519	sa_ill_sa_contig15	contig_22	90.86		True
unknown
38	1590	1079306	1077756	sa_ill_sa_contig8	contig_22	90.82		True
unknown
2985	3136	1080124	1079973	sa_ill_sa_contig41	contig_22	92.11		True
unknown
2614	2917	1080496	1080193	sa_ill_sa_contig41	contig_22	93.09		True
unknown
2099	2316	1081013	1080796	sa_ill_sa_contig41	contig_22	91.74		True
unknown
1871	2057	1081246	1081060	sa_ill_sa_contig41	contig_22	90.37		True
unknown
1559	1639	1081556	1081476	sa_ill_sa_contig41	contig_22	97.53		True
unknown
1158	1540	1081958	1081576	sa_ill_sa_contig41	contig_22	94.78		True
unknown
589	1151	1082527	1081965	sa_ill_sa_contig41	contig_22	93.25		True
unknown
497	577	1082619	1082539	sa_ill_sa_contig41	contig_22	92.59		True
unknown
38	1590	1677819	1676269	sa_ill_sa_contig8	contig_22	90.82		True
unknown
2985	3136	1678386	1678235	sa_ill_sa_contig41	contig_22	92.11		True
unknown
2614	2917	1678758	1678455	sa_ill_sa_contig41	contig_22	93.09		True
unknown
2099	2316	1679275	1679058	sa_ill_sa_contig41	contig_22	91.74		True
unknown
1871	2057	1679508	1679322	sa_ill_sa_contig41	contig_22	90.37		True
unknown
1559	1639	1679818	1679738	sa_ill_sa_contig41	contig_22	97.53		True
unknown
1158	1540	1680220	1679838	sa_ill_sa_contig41	contig_22	94.78		True
unknown
589	1151	1680789	1680227	sa_ill_sa_contig41	contig_22	93.25		True
unknown
497	577	1680881	1680801	sa_ill_sa_contig41	contig_22	92.59		True
unknown
38	1590	1782496	1780946	sa_ill_sa_contig8	contig_22	90.82		True
unknown
2985	3136	1783063	1782912	sa_ill_sa_contig41	contig_22	92.11		True
unknown
2614	2917	1783435	1783132	sa_ill_sa_contig41	contig_22	93.09		True
unknown
2099	2316	1783952	1783735	sa_ill_sa_contig41	contig_22	91.74		True
unknown
1871	2057	1784185	1783999	sa_ill_sa_contig41	contig_22	90.37		True
unknown
1559	1639	1784495	1784415	sa_ill_sa_contig41	contig_22	97.53		True
unknown
1158	1540	1784897	1784515	sa_ill_sa_contig41	contig_22	94.78		True
unknown
589	1151	1785466	1784904	sa_ill_sa_contig41	contig_22	93.25		True
unknown
497	577	1785558	1785478	sa_ill_sa_contig41	contig_22	92.59		True
unknown
CONTIG	contig_22	2992085	mis_unaligned
769	840	519717	519646	sa_ill_sa_contig8	contig_3	95.83		True
unknown
590	729	519895	519756	sa_ill_sa_contig8	contig_3	91.43		True
unknown
455	542	520028	519941	sa_ill_sa_contig8	contig_3	90.91		True
unknown
1309	1402	523031	522938	sa_ill_sa_contig41	contig_3	96.81		True
unknown
671	900	523669	523440	sa_ill_sa_contig41	contig_3	90.87		True
unknown
455	542	3052635	3052722	sa_ill_sa_contig8	contig_3	90.91		True
unknown
590	729	3052768	3052907	sa_ill_sa_contig8	contig_3	91.43		True
unknown
769	840	3052946	3053017	sa_ill_sa_contig8	contig_3	95.83		True
unknown
671	900	3715557	3715786	sa_ill_sa_contig41	contig_3	90.87		True
unknown
1309	1402	3716195	3716288	sa_ill_sa_contig41	contig_3	96.81		True
unknown
455	542	3718939	3719026	sa_ill_sa_contig8	contig_3	90.91		True
unknown
590	729	3719072	3719211	sa_ill_sa_contig8	contig_3	91.43		True
unknown
769	840	3719250	3719321	sa_ill_sa_contig8	contig_3	95.83		True
unknown
769	840	4235833	4235762	sa_ill_sa_contig8	contig_3	95.83		True
unknown
590	729	4236011	4235872	sa_ill_sa_contig8	contig_3	91.43		True
unknown
455	542	4236144	4236057	sa_ill_sa_contig8	contig_3	90.91		True
unknown
1309	1402	4239048	4238955	sa_ill_sa_contig41	contig_3	96.81		True
unknown
671	900	4239686	4239457	sa_ill_sa_contig41	contig_3	90.87		True
unknown
769	840	4330923	4330852	sa_ill_sa_contig8	contig_3	95.83		True
unknown
590	729	4331101	4330962	sa_ill_sa_contig8	contig_3	91.43		True
unknown
455	542	4331234	4331147	sa_ill_sa_contig8	contig_3	90.91		True
unknown
1309	1402	4333979	4333886	sa_ill_sa_contig41	contig_3	96.81		True
unknown
671	900	4334617	4334388	sa_ill_sa_contig41	contig_3	90.87		True
unknown
769	840	4486165	4486094	sa_ill_sa_contig8	contig_3	95.83		True
unknown
590	729	4486343	4486204	sa_ill_sa_contig8	contig_3	91.43		True
unknown
455	542	4486476	4486389	sa_ill_sa_contig8	contig_3	90.91		True
unknown
1309	1402	4489379	4489286	sa_ill_sa_contig41	contig_3	96.81		True
unknown
671	900	4490016	4489787	sa_ill_sa_contig41	contig_3	90.87		True
unknown
769	840	4529078	4529007	sa_ill_sa_contig8	contig_3	95.83		True
unknown
590	729	4529256	4529117	sa_ill_sa_contig8	contig_3	91.43		True
unknown
455	542	4529389	4529302	sa_ill_sa_contig8	contig_3	90.91		True
unknown
1309	1402	4532134	4532041	sa_ill_sa_contig41	contig_3	96.81		True
unknown
671	900	4532772	4532543	sa_ill_sa_contig41	contig_3	90.87		True
unknown
CONTIG	contig_3	4758942	mis_unaligned
589	1095	65129	65635	sa_ill_sa_contig41	contig_31	95.66		True
unknown
1150	1543	65690	66083	sa_ill_sa_contig41	contig_31	90.61		True
unknown
2105	2299	66638	66832	sa_ill_sa_contig41	contig_31	93.33		True
unknown
2342	2421	66875	66954	sa_ill_sa_contig41	contig_31	90.0		True
unknown
3008	3122	67544	67658	sa_ill_sa_contig41	contig_31	91.3		True
unknown
471	545	68669	68743	sa_ill_sa_contig8	contig_31	98.67		True
unknown
567	826	68763	69022	sa_ill_sa_contig8	contig_31	91.54		True
unknown
589	1095	142222	142728	sa_ill_sa_contig41	contig_31	95.66		True
unknown
1150	1543	142783	143176	sa_ill_sa_contig41	contig_31	90.61		True
unknown
2105	2299	143731	143925	sa_ill_sa_contig41	contig_31	93.33		True
unknown
2342	2421	143968	144047	sa_ill_sa_contig41	contig_31	91.25		True
unknown
3008	3122	144637	144751	sa_ill_sa_contig41	contig_31	90.43		True
unknown
471	545	145567	145641	sa_ill_sa_contig8	contig_31	98.67		True
unknown
567	826	145661	145920	sa_ill_sa_contig8	contig_31	91.54		True
unknown
496	1095	177657	178256	sa_ill_sa_contig41	contig_31	93.33		True
unknown
1150	1543	178311	178704	sa_ill_sa_contig41	contig_31	90.61		True
unknown
2105	2299	179259	179453	sa_ill_sa_contig41	contig_31	93.33		True
unknown
2342	2421	179496	179575	sa_ill_sa_contig41	contig_31	90.0		True
unknown
3008	3122	180165	180279	sa_ill_sa_contig41	contig_31	91.3		True
unknown
471	545	181094	181168	sa_ill_sa_contig8	contig_31	98.67		True
unknown
567	826	181188	181447	sa_ill_sa_contig8	contig_31	91.54		True
unknown
567	826	842886	842627	sa_ill_sa_contig8	contig_31	91.54		True
unknown
471	545	842980	842906	sa_ill_sa_contig8	contig_31	98.67		True
unknown
3008	3122	844104	843990	sa_ill_sa_contig41	contig_31	91.3		True
unknown
2342	2421	844773	844694	sa_ill_sa_contig41	contig_31	90.0		True
unknown
2105	2299	845010	844816	sa_ill_sa_contig41	contig_31	93.33		True
unknown
1150	1543	845958	845565	sa_ill_sa_contig41	contig_31	90.61		True
unknown
589	1095	846519	846013	sa_ill_sa_contig41	contig_31	95.66		True
unknown
496	1095	1656946	1657545	sa_ill_sa_contig41	contig_31	93.33		True
unknown
1150	1543	1657600	1657993	sa_ill_sa_contig41	contig_31	90.61		True
unknown
