Assembly	# contigs (>= 5000 bp)	# contigs (>= 10000 bp)	# contigs (>= 25000 bp)	# contigs (>= 50000 bp)	Total length (>= 5000 bp)	Total length (>= 10000 bp)	Total length (>= 25000 bp)	Total length (>= 50000 bp)	# contigs	Largest contig	Total length	Reference length	GC (%)	Reference GC (%)	N50	NG50	N75	NG75	L50	LG50	L75	LG75	# misassemblies	# misassembled contigs	Misassembled contigs length	# local misassemblies	# scaffold gap ext. mis.	# scaffold gap loc. mis.	# unaligned mis. contigs	# unaligned contigs	Unaligned length	Genome fraction (%)	Duplication ratio	# N's per 100 kbp	# mismatches per 100 kbp	# indels per 100 kbp	Largest alignment	Total aligned length	NGA50	NGA75	LGA50	LGA75
r10_1bin_v3_2_r2_medaka	7	7	7	7	24065831	24065831	24065831	24065831	7	4765663	24065831	1805517	44.79	52.72	4045845	4765663	2845564	4765663	3	1	5	1	77	1	1937018	26	0	0	6	0 + 7 part	22086216	99.917	1.097	0.00	283.01	23.78	177223	1973807	81639	35034	8	17
r10_1bin_v3_2_racon_r1	7	7	7	7	24060635	24060635	24060635	24060635	7	4764521	24060635	1805517	44.79	52.72	4045161	4764521	2845301	4764521	3	1	5	1	75	1	1935181	44	0	0	6	0 + 7 part	22079638	99.918	1.098	0.00	270.92	57.71	176539	1974649	89773	34888	8	17
r10_1bin_v3_2_racon_r2	7	7	7	7	24055783	24055783	24055783	24055783	7	4764646	24055783	1805517	44.78	52.72	4045304	4764646	2845301	4764646	3	1	5	1	78	1	1930119	31	0	0	6	0 + 7 part	22078846	99.906	1.096	0.00	271.51	53.67	176977	1971207	81573	34991	8	17
r10_1bin_v3_2_raw	7	7	7	7	24060933	24060933	24060933	24060933	7	4763440	24060933	1805517	44.77	52.72	4043043	4763440	2843368	4763440	3	1	5	1	75	1	1945498	30	0	0	6	0 + 7 part	22110721	99.871	1.082	0.00	353.64	348.87	176989	1944429	69730	34946	8	18
r10_1bin_v3_3_MP	7	7	7	7	24078180	24078180	24078180	24078180	7	4765358	24078180	1805517	44.80	52.72	4045599	4765358	2845422	4765358	3	1	5	1	76	1	1951039	11	0	0	6	0 + 7 part	22082572	99.940	1.106	0.00	266.21	13.19	177207	1989466	81648	35504	8	17
r10_1bin_v3_3_MP_helen	7	7	7	7	24070683	24070683	24070683	24070683	7	4765330	24070683	1805517	44.81	52.72	4045602	4765330	2845361	4765330	3	1	5	1	76	1	1946515	15	0	0	6	0 + 7 part	22082851	99.563	1.106	0.00	265.05	18.42	177205	1981684	81650	35503	8	17
r10_1bin_v3_3_r1_medaka	7	7	7	7	24078524	24078524	24078524	24078524	7	4765688	24078524	1805517	44.80	52.72	4045842	4765688	2845572	4765688	3	1	5	1	76	1	1949116	23	0	0	6	0 + 7 part	22086862	99.931	1.104	0.00	314.68	25.28	176690	1985611	82129	35510	8	17
r10_1bin_v3_3_r2_medaka	7	7	7	7	24071188	24071188	24071188	24071188	7	4765655	24071188	1805517	44.79	52.72	4045840	4765655	2845563	4765655	3	1	5	1	78	1	1942386	33	0	0	6	0 + 7 part	22087029	99.904	1.100	0.00	287.76	22.68	177221	1977829	81623	34844	8	17
r10_1bin_v3_3_racon_r1	7	7	7	7	24064158	24064158	24064158	24064158	7	4764491	24064158	1805517	44.79	52.72	4045210	4764491	2845260	4764491	3	1	5	1	78	1	1938651	40	0	0	6	0 + 7 part	22079596	99.898	1.100	0.00	272.09	61.55	176516	1978762	82063	35453	8	17
r10_1bin_v3_3_racon_r2	7	7	7	7	24059056	24059056	24059056	24059056	7	4764636	24059056	1805517	44.79	52.72	4045276	4764636	2845299	4764636	3	1	5	1	80	1	1933401	41	0	0	6	0 + 7 part	22077757	99.887	1.099	0.00	272.50	55.79	177081	1975038	81556	34812	8	17
r10_1bin_v3_3_raw	7	7	7	7	24063949	24063949	24063949	24063949	7	4763330	24063949	1805517	44.77	52.72	4043035	4763330	2843358	4763330	3	1	5	1	77	1	1948659	81	0	0	6	0 + 7 part	22161154	97.222	1.084	0.42	430.73	386.63	177003	1899177	69730	34788	8	19
